date,metric,value_millions,value_billions
2018-05-11,credit_total,4278646.0,4278.646
2018-05-11,credit_uncleared,2377521.0,2377.521
2018-05-11,ir_cleared,167405261.0,167405.261
2018-05-11,ir_total,269268585.0,269268.585
2018-05-11,ir_uncleared,101863325.0,101863.325
2018-05-18,credit_cleared,1948222.0,1948.222
2018-05-18,credit_total,4199398.0,4199.398
2018-05-18,credit_uncleared,2251175.0,2251.175
2018-05-18,ir_cleared,166989882.0,166989.882
2018-05-18,ir_total,269115585.0,269115.585
2018-05-18,ir_uncleared,102125703.0,102125.703
2018-05-25,credit_cleared,1951232.0,1951.232
2018-05-25,credit_total,4235082.0,4235.082
2018-05-25,credit_uncleared,2283850.0,2283.85
2018-05-25,ir_cleared,167117164.0,167117.164
2018-05-25,ir_total,271426257.0,271426.257
2018-05-25,ir_uncleared,104309092.0,104309.092
2018-06-01,credit_cleared,2002033.0,2002.033
2018-06-01,credit_total,4396957.0,4396.957
2018-06-01,credit_uncleared,2394923.0,2394.923
2018-06-01,ir_cleared,170209282.0,170209.282
2018-06-01,ir_total,276310835.0,276310.835
2018-06-01,ir_uncleared,106101553.0,106101.553
2018-06-08,credit_cleared,1942761.0,1942.761
2018-06-08,credit_total,4244516.0,4244.516
2018-06-08,credit_uncleared,2301755.0,2301.755
2018-06-08,ir_cleared,175244904.0,175244.904
2018-06-08,ir_total,283044380.0,283044.38
2018-06-08,ir_uncleared,107799476.0,107799.476
2018-06-15,credit_cleared,1900244.0,1900.244
2018-06-15,credit_total,4261735.0,4261.735
2018-06-15,credit_uncleared,2361491.0,2361.491
2018-06-15,ir_cleared,176479670.0,176479.67
2018-06-15,ir_total,283731773.0,283731.773
2018-06-15,ir_uncleared,107252103.0,107252.103
2018-06-22,credit_cleared,1865335.0,1865.335
2018-06-22,credit_total,3833363.0,3833.363
2018-06-22,credit_uncleared,1968028.0,1968.028
2018-06-22,ir_cleared,168075539.0,168075.539
2018-06-22,ir_total,275185048.0,275185.048
2018-06-22,ir_uncleared,107109509.0,107109.509
2018-06-29,credit_cleared,1804877.0,1804.877
2018-06-29,credit_total,3856798.0,3856.798
2018-06-29,credit_uncleared,2051921.0,2051.921
2018-06-29,ir_cleared,165972391.0,165972.391
2018-06-29,ir_total,272385870.0,272385.87
2018-06-29,ir_uncleared,106413479.0,106413.479
2018-07-06,credit_cleared,1914762.0,1914.762
2018-07-06,credit_total,4001025.0,4001.025
2018-07-06,credit_uncleared,2086263.0,2086.263
2018-07-06,ir_cleared,165397413.0,165397.413
2018-07-06,ir_total,273758568.0,273758.568
2018-07-06,ir_uncleared,108361155.0,108361.155
2018-07-13,credit_cleared,1801642.0,1801.642
2018-07-13,credit_total,3977908.0,3977.908
2018-07-13,credit_uncleared,2176266.0,2176.266
2018-07-13,ir_cleared,160705860.0,160705.86
2018-07-13,ir_total,269714661.0,269714.661
2018-07-13,ir_uncleared,109008801.0,109008.801
2018-07-20,credit_cleared,1834872.0,1834.872
2018-07-20,credit_total,3835420.0,3835.42
2018-07-20,credit_uncleared,2000549.0,2000.549
2018-07-20,ir_cleared,163708621.0,163708.621
2018-07-20,ir_total,273633285.0,273633.285
2018-07-20,ir_uncleared,109924664.0,109924.664
2018-07-27,credit_cleared,1804054.0,1804.054
2018-07-27,credit_total,3872519.0,3872.519
2018-07-27,credit_uncleared,2068464.0,2068.464
2018-07-27,ir_cleared,165956251.0,165956.251
2018-07-27,ir_total,277064544.0,277064.544
2018-07-27,ir_uncleared,111108293.0,111108.293
2018-08-03,credit_cleared,1756113.0,1756.113
2018-08-03,credit_total,3891244.0,3891.244
2018-08-03,credit_uncleared,2135131.0,2135.131
2018-08-03,ir_cleared,167164351.0,167164.351
2018-08-03,ir_total,277069162.0,277069.162
2018-08-03,ir_uncleared,109904812.0,109904.812
2018-08-10,credit_cleared,1777971.0,1777.971
2018-08-10,credit_total,4006068.0,4006.068
2018-08-10,credit_uncleared,2228097.0,2228.097
2018-08-10,ir_cleared,166547617.0,166547.617
2018-08-10,ir_total,277374432.0,277374.432
2018-08-10,ir_uncleared,110826815.0,110826.815
2018-08-17,credit_cleared,1821630.0,1821.63
2018-08-17,credit_total,3896035.0,3896.035
2018-08-17,credit_uncleared,2074405.0,2074.405
2018-08-17,ir_cleared,168020342.0,168020.342
2018-08-17,ir_total,280692828.0,280692.828
2018-08-17,ir_uncleared,112672486.0,112672.486
2018-08-24,credit_cleared,1791583.0,1791.583
2018-08-24,credit_total,3930042.0,3930.042
2018-08-24,credit_uncleared,2138459.0,2138.459
2018-08-24,ir_cleared,169589123.0,169589.123
2018-08-24,ir_total,283913656.0,283913.656
2018-08-24,ir_uncleared,114324532.0,114324.532
2018-08-31,credit_cleared,1788358.0,1788.358
2018-08-31,credit_total,3977786.0,3977.786
2018-08-31,credit_uncleared,2189427.0,2189.427
2018-08-31,ir_cleared,169296152.0,169296.152
2018-08-31,ir_total,283417971.0,283417.971
2018-08-31,ir_uncleared,114121820.0,114121.82
2018-09-07,credit_cleared,1823317.0,1823.317
2018-09-07,credit_total,4073303.0,4073.303
2018-09-07,credit_uncleared,2249986.0,2249.986
2018-09-07,ir_cleared,168197341.0,168197.341
2018-09-07,ir_total,283566488.0,283566.488
2018-09-07,ir_uncleared,115369147.0,115369.147
2018-09-14,credit_cleared,1829579.0,1829.579
2018-09-14,credit_total,4144858.0,4144.858
2018-09-14,credit_uncleared,2315279.0,2315.279
2018-09-14,fx_cleared,,
2018-09-14,fx_total,,
2018-09-14,fx_uncleared,,
2018-09-14,ir_cleared,171137559.0,171137.559
2018-09-14,ir_total,286781681.0,286781.681
2018-09-14,ir_uncleared,115644122.0,115644.122
2018-09-21,credit_cleared,2297234.0,2297.234
2018-09-21,credit_total,4479878.0,4479.878
2018-09-21,credit_uncleared,2182645.0,2182.645
2018-09-21,fx_cleared,,
2018-09-21,fx_total,,
2018-09-21,fx_uncleared,,
2018-09-21,ir_cleared,168220545.0,168220.545
2018-09-21,ir_total,283748025.0,283748.025
2018-09-21,ir_uncleared,115527480.0,115527.48
2018-09-28,credit_cleared,2090386.0,2090.386
2018-09-28,credit_total,4362769.0,4362.769
2018-09-28,credit_uncleared,2272383.0,2272.383
2018-09-28,fx_cleared,,
2018-09-28,fx_total,,
2018-09-28,fx_uncleared,,
2018-09-28,ir_cleared,163207324.0,163207.324
2018-09-28,ir_total,277621816.0,277621.816
2018-09-28,ir_uncleared,114414491.0,114414.491
2018-10-05,credit_cleared,2048722.0,2048.722
2018-10-05,credit_total,4431698.0,4431.698
2018-10-05,credit_uncleared,2382976.0,2382.976
2018-10-05,fx_cleared,,
2018-10-05,fx_total,,
2018-10-05,fx_uncleared,,
2018-10-05,ir_cleared,163849376.0,163849.376
2018-10-05,ir_total,278394888.0,278394.888
2018-10-05,ir_uncleared,114545512.0,114545.512
2018-10-12,credit_cleared,2104571.0,2104.571
2018-10-12,credit_total,4577607.0,4577.607
2018-10-12,credit_uncleared,2473036.0,2473.036
2018-10-12,fx_cleared,996657.0,996.657
2018-10-12,fx_total,52260788.0,52260.788
2018-10-12,fx_uncleared,51264131.0,51264.131
2018-10-12,ir_cleared,219362402.0,219362.402
2018-10-12,ir_total,282536018.0,282536.018
2018-10-12,ir_uncleared,63173616.0,63173.616
2018-10-19,credit_cleared,1950705.0,1950.705
2018-10-19,credit_total,4291776.0,4291.776
2018-10-19,credit_uncleared,2341071.0,2341.071
2018-10-19,fx_cleared,1017092.0,1017.092
2018-10-19,fx_total,52452381.0,52452.381
2018-10-19,fx_uncleared,51435288.0,51435.288
2018-10-19,ir_cleared,220252654.0,220252.654
2018-10-19,ir_total,283364773.0,283364.773
2018-10-19,ir_uncleared,63112119.0,63112.119
2018-10-26,credit_cleared,1931869.0,1931.869
2018-10-26,credit_total,4386768.0,4386.768
2018-10-26,credit_uncleared,2454898.0,2454.898
2018-10-26,fx_cleared,1055507.0,1055.507
2018-10-26,fx_total,53237355.0,53237.355
2018-10-26,fx_uncleared,52181848.0,52181.848
2018-10-26,ir_cleared,219927763.0,219927.763
2018-10-26,ir_total,282905505.0,282905.505
2018-10-26,ir_uncleared,62977741.0,62977.741
2018-11-02,credit_cleared,1887211.0,1887.211
2018-11-02,credit_total,4439915.0,4439.915
2018-11-02,credit_uncleared,2552704.0,2552.704
2018-11-02,fx_cleared,1099333.0,1099.333
2018-11-02,fx_total,55311311.0,55311.311
2018-11-02,fx_uncleared,54211978.0,54211.978
2018-11-02,ir_cleared,220490890.0,220490.89
2018-11-02,ir_total,282734093.0,282734.093
2018-11-02,ir_uncleared,62243203.0,62243.203
2018-11-09,credit_cleared,1828119.0,1828.119
2018-11-09,credit_total,4466919.0,4466.919
2018-11-09,credit_uncleared,2638800.0,2638.8
2018-11-09,fx_cleared,1041179.0,1041.179
2018-11-09,fx_total,54309667.0,54309.667
2018-11-09,fx_uncleared,53268487.0,53268.487
2018-11-09,ir_cleared,219188993.0,219188.993
2018-11-09,ir_total,280269982.0,280269.982
2018-11-09,ir_uncleared,61080989.0,61080.989
2018-11-16,credit_cleared,1925191.0,1925.191
2018-11-16,credit_total,4520711.0,4520.711
2018-11-16,credit_uncleared,2595520.0,2595.52
2018-11-16,fx_cleared,1056898.0,1056.898
2018-11-16,fx_total,54347900.0,54347.9
2018-11-16,fx_uncleared,53291002.0,53291.002
2018-11-16,ir_cleared,219581005.0,219581.005
2018-11-16,ir_total,280441165.0,280441.165
2018-11-16,ir_uncleared,60860159.0,60860.159
2018-11-23,credit_cleared,2188879.0,2188.879
2018-11-23,credit_total,4489632.0,4489.632
2018-11-23,credit_uncleared,2300753.0,2300.753
2018-11-23,fx_cleared,1083408.0,1083.408
2018-11-23,fx_total,54346394.0,54346.394
2018-11-23,fx_uncleared,53262986.0,53262.986
2018-11-23,ir_cleared,218397891.0,218397.891
2018-11-23,ir_total,278817226.0,278817.226
2018-11-23,ir_uncleared,60419335.0,60419.335
2018-11-30,credit_cleared,1922759.0,1922.759
2018-11-30,credit_total,4366075.0,4366.075
2018-11-30,credit_uncleared,2443316.0,2443.316
2018-11-30,fx_cleared,1122947.0,1122.947
2018-11-30,fx_total,56912931.0,56912.931
2018-11-30,fx_uncleared,55789984.0,55789.984
2018-11-30,ir_cleared,219966394.0,219966.394
2018-11-30,ir_total,279976455.0,279976.455
2018-11-30,ir_uncleared,60010061.0,60010.061
2018-12-07,credit_cleared,2099434.0,2099.434
2018-12-07,credit_total,4594217.0,4594.217
2018-12-07,credit_uncleared,2494783.0,2494.783
2018-12-07,fx_cleared,1057579.0,1057.579
2018-12-07,fx_total,55960430.0,55960.43
2018-12-07,fx_uncleared,54902851.0,54902.851
2018-12-07,ir_cleared,221408546.0,221408.546
2018-12-07,ir_total,280830670.0,280830.67
2018-12-07,ir_uncleared,59422124.0,59422.124
2018-12-28,credit_cleared,,
2018-12-28,credit_total,,
2018-12-28,credit_uncleared,,
2018-12-28,fx_cleared,,
2018-12-28,fx_total,,
2018-12-28,fx_uncleared,,
2018-12-28,ir_cleared,,
2018-12-28,ir_total,,
2018-12-28,ir_uncleared,,
2019-01-04,credit_cleared,,
2019-01-04,credit_total,,
2019-01-04,credit_uncleared,,
2019-01-04,fx_cleared,,
2019-01-04,fx_total,,
2019-01-04,fx_uncleared,,
2019-01-04,ir_cleared,,
2019-01-04,ir_total,,
2019-01-04,ir_uncleared,,
2019-01-11,credit_cleared,,
2019-01-11,credit_total,,
2019-01-11,credit_uncleared,,
2019-01-11,fx_cleared,,
2019-01-11,fx_total,,
2019-01-11,fx_uncleared,,
2019-01-11,ir_cleared,,
2019-01-11,ir_total,,
2019-01-11,ir_uncleared,,
2019-01-18,credit_cleared,,
2019-01-18,credit_total,,
2019-01-18,credit_uncleared,,
2019-01-18,fx_cleared,,
2019-01-18,fx_total,,
2019-01-18,fx_uncleared,,
2019-01-18,ir_cleared,,
2019-01-18,ir_total,,
2019-01-18,ir_uncleared,,
2019-01-25,credit_cleared,1852739.0,1852.739
2019-01-25,credit_total,4016128.0,4016.128
2019-01-25,credit_uncleared,2163388.0,2163.388
2019-01-25,fx_cleared,938414.0,938.414
2019-01-25,fx_total,50559102.0,50559.102
2019-01-25,fx_uncleared,49620688.0,49620.688
2019-01-25,ir_cleared,213320274.0,213320.274
2019-01-25,ir_total,271044439.0,271044.439
2019-01-25,ir_uncleared,57724165.0,57724.165
2019-02-01,credit_cleared,1812810.0,1812.81
2019-02-01,credit_total,4099007.0,4099.007
2019-02-01,credit_uncleared,2286197.0,2286.197
2019-02-01,fx_cleared,1019625.0,1019.625
2019-02-01,fx_total,52788861.0,52788.861
2019-02-01,fx_uncleared,51769237.0,51769.237
2019-02-01,ir_cleared,214080998.0,214080.998
2019-02-01,ir_total,271707617.0,271707.617
2019-02-01,ir_uncleared,57626619.0,57626.619
2019-02-08,credit_cleared,1806383.0,1806.383
2019-02-08,credit_total,4200747.0,4200.747
2019-02-08,credit_uncleared,2394364.0,2394.364
2019-02-08,fx_cleared,931357.0,931.357
2019-02-08,fx_total,51580695.0,51580.695
2019-02-08,fx_uncleared,50649339.0,50649.339
2019-02-08,ir_cleared,216457405.0,216457.405
2019-02-08,ir_total,274293865.0,274293.865
2019-02-08,ir_uncleared,57836460.0,57836.46
2019-02-15,credit_cleared,1816794.0,1816.794
2019-02-15,credit_total,4334974.0,4334.974
2019-02-15,credit_uncleared,2518180.0,2518.18
2019-02-15,fx_cleared,934576.0,934.576
2019-02-15,fx_total,52085119.0,52085.119
2019-02-15,fx_uncleared,51150543.0,51150.543
2019-02-15,ir_cleared,219594306.0,219594.306
2019-02-15,ir_total,277971699.0,277971.699
2019-02-15,ir_uncleared,58377393.0,58377.393
2019-02-22,credit_cleared,1837652.0,1837.652
2019-02-22,credit_total,4122986.0,4122.986
2019-02-22,credit_uncleared,2285334.0,2285.334
2019-02-22,fx_cleared,966717.0,966.717
2019-02-22,fx_total,52720903.0,52720.903
2019-02-22,fx_uncleared,51754186.0,51754.186
2019-02-22,ir_cleared,221707536.0,221707.536
2019-02-22,ir_total,280219502.0,280219.502
2019-02-22,ir_uncleared,58511966.0,58511.966
2019-03-01,credit_cleared,1810206.0,1810.206
2019-03-01,credit_total,4165691.0,4165.691
2019-03-01,credit_uncleared,2355486.0,2355.486
2019-03-01,fx_cleared,968157.0,968.157
2019-03-01,fx_total,54363770.0,54363.77
2019-03-01,fx_uncleared,53395613.0,53395.613
2019-03-01,ir_cleared,221612797.0,221612.797
2019-03-01,ir_total,280492807.0,280492.807
2019-03-01,ir_uncleared,58880009.0,58880.009
2019-03-08,credit_cleared,1855348.0,1855.348
2019-03-08,credit_total,4233006.0,4233.006
2019-03-08,credit_uncleared,2377658.0,2377.658
2019-03-08,fx_cleared,925836.0,925.836
2019-03-08,fx_total,53673108.0,53673.108
2019-03-08,fx_uncleared,52747273.0,52747.273
2019-03-08,ir_cleared,223296253.0,223296.253
2019-03-08,ir_total,281543298.0,281543.298
2019-03-08,ir_uncleared,58247045.0,58247.045
2019-03-15,credit_cleared,1844332.0,1844.332
2019-03-15,credit_total,4244587.0,4244.587
2019-03-15,credit_uncleared,2400255.0,2400.255
2019-03-15,fx_cleared,982229.0,982.229
2019-03-15,fx_total,55490168.0,55490.168
2019-03-15,fx_uncleared,54507939.0,54507.939
2019-03-15,ir_cleared,226868618.0,226868.618
2019-03-15,ir_total,285354395.0,285354.395
2019-03-15,ir_uncleared,58485776.0,58485.776
2019-03-22,credit_cleared,2254055.0,2254.055
2019-03-22,credit_total,4250177.0,4250.177
2019-03-22,credit_uncleared,1996122.0,1996.122
2019-03-22,fx_cleared,932740.0,932.74
2019-03-22,fx_total,50893593.0,50893.593
2019-03-22,fx_uncleared,49960854.0,49960.854
2019-03-22,ir_cleared,220067234.0,220067.234
2019-03-22,ir_total,278072572.0,278072.572
2019-03-22,ir_uncleared,58005339.0,58005.339
2019-03-29,credit_cleared,1904305.0,1904.305
2019-03-29,credit_total,3989231.0,3989.231
2019-03-29,credit_uncleared,2084926.0,2084.926
2019-03-29,fx_cleared,1009885.0,1009.885
2019-03-29,fx_total,53150624.0,53150.624
2019-03-29,fx_uncleared,52140739.0,52140.739
2019-03-29,ir_cleared,224040636.0,224040.636
2019-03-29,ir_total,282149038.0,282149.038
2019-03-29,ir_uncleared,58108403.0,58108.403
2019-04-05,credit_cleared,1898314.0,1898.314
2019-04-05,credit_total,4061271.0,4061.271
2019-04-05,credit_uncleared,2162957.0,2162.957
2019-04-05,fx_cleared,946312.0,946.312
2019-04-05,fx_total,52017330.0,52017.33
2019-04-05,fx_uncleared,51071018.0,51071.018
2019-04-05,ir_cleared,222931646.0,222931.646
2019-04-05,ir_total,281142627.0,281142.627
2019-04-05,ir_uncleared,58210982.0,58210.982
2019-04-12,credit_cleared,1892166.0,1892.166
2019-04-12,credit_total,4103421.0,4103.421
2019-04-12,credit_uncleared,2211254.0,2211.254
2019-04-12,fx_cleared,956569.0,956.569
2019-04-12,fx_total,52800133.0,52800.133
2019-04-12,fx_uncleared,51843565.0,51843.565
2019-04-12,ir_cleared,229866703.0,229866.703
2019-04-12,ir_total,288868068.0,288868.068
2019-04-12,ir_uncleared,59001365.0,59001.365
2019-04-19,credit_cleared,1930386.0,1930.386
2019-04-19,credit_total,3906012.0,3906.012
2019-04-19,credit_uncleared,1975627.0,1975.627
2019-04-19,fx_cleared,940829.0,940.829
2019-04-19,fx_total,51023987.0,51023.987
2019-04-19,fx_uncleared,50083158.0,50083.158
2019-04-19,ir_cleared,230897917.0,230897.917
2019-04-19,ir_total,289634473.0,289634.473
2019-04-19,ir_uncleared,58736556.0,58736.556
2019-04-26,credit_cleared,1858168.0,1858.168
2019-04-26,credit_total,3878699.0,3878.699
2019-04-26,credit_uncleared,2020531.0,2020.531
2019-04-26,fx_cleared,976568.0,976.568
2019-04-26,fx_total,51417348.0,51417.348
2019-04-26,fx_uncleared,50440780.0,50440.78
2019-04-26,ir_cleared,234262785.0,234262.785
2019-04-26,ir_total,292139407.0,292139.407
2019-04-26,ir_uncleared,57876623.0,57876.623
2019-05-03,credit_cleared,1871335.0,1871.335
2019-05-03,credit_total,3961580.0,3961.58
2019-05-03,credit_uncleared,2090245.0,2090.245
2019-05-03,fx_cleared,949857.0,949.857
2019-05-03,fx_total,52388500.0,52388.5
2019-05-03,fx_uncleared,51438643.0,51438.643
2019-05-03,ir_cleared,233583927.0,233583.927
2019-05-03,ir_total,291703943.0,291703.943
2019-05-03,ir_uncleared,58120016.0,58120.016
2019-05-10,credit_cleared,1942183.0,1942.183
2019-05-10,credit_total,4107571.0,4107.571
2019-05-10,credit_uncleared,2165388.0,2165.388
2019-05-10,fx_cleared,926869.0,926.869
2019-05-10,fx_total,52196457.0,52196.457
2019-05-10,fx_uncleared,51269588.0,51269.588
2019-05-10,ir_cleared,235560148.0,235560.148
2019-05-10,ir_total,293863684.0,293863.684
2019-05-10,ir_uncleared,58303536.0,58303.536
2019-05-17,credit_cleared,1947988.0,1947.988
2019-05-17,credit_total,4063320.0,4063.32
2019-05-17,credit_uncleared,2115331.0,2115.331
2019-05-17,fx_cleared,944477.0,944.477
2019-05-17,fx_total,52367790.0,52367.79
2019-05-17,fx_uncleared,51423313.0,51423.313
2019-05-17,ir_cleared,235338088.0,235338.088
2019-05-17,ir_total,293522080.0,293522.08
2019-05-17,ir_uncleared,58183992.0,58183.992
2019-05-24,credit_cleared,1944125.0,1944.125
2019-05-24,credit_total,4061051.0,4061.051
2019-05-24,credit_uncleared,2116926.0,2116.926
2019-05-24,fx_cleared,1033639.0,1033.639
2019-05-24,fx_total,52743957.0,52743.957
2019-05-24,fx_uncleared,51710318.0,51710.318
2019-05-24,ir_cleared,238857402.0,238857.402
2019-05-24,ir_total,295941148.0,295941.148
2019-05-24,ir_uncleared,57083746.0,57083.746
2019-05-31,credit_cleared,1946117.0,1946.117
2019-05-31,credit_total,4109626.0,4109.626
2019-05-31,credit_uncleared,2163510.0,2163.51
2019-05-31,fx_cleared,1092141.0,1092.141
2019-05-31,fx_total,54545092.0,54545.092
2019-05-31,fx_uncleared,53452950.0,53452.95
2019-05-31,ir_cleared,238658224.0,238658.224
2019-05-31,ir_total,295823820.0,295823.82
2019-05-31,ir_uncleared,57165596.0,57165.596
2019-06-07,credit_cleared,1933727.0,1933.727
2019-06-07,credit_total,4175062.0,4175.062
2019-06-07,credit_uncleared,2241335.0,2241.335
2019-06-07,fx_cleared,1037342.0,1037.342
2019-06-07,fx_total,54234587.0,54234.587
2019-06-07,fx_uncleared,53197245.0,53197.245
2019-06-07,ir_cleared,243339425.0,243339.425
2019-06-07,ir_total,301303455.0,301303.455
2019-06-07,ir_uncleared,57964030.0,57964.03
2019-06-14,credit_cleared,1903877.0,1903.877
2019-06-14,credit_total,4209832.0,4209.832
2019-06-14,credit_uncleared,2305955.0,2305.955
2019-06-14,fx_cleared,1093448.0,1093.448
2019-06-14,fx_total,56272500.0,56272.5
2019-06-14,fx_uncleared,55179051.0,55179.051
2019-06-14,ir_cleared,246439864.0,246439.864
2019-06-14,ir_total,304303775.0,304303.775
2019-06-14,ir_uncleared,57863911.0,57863.911
2019-06-21,credit_cleared,1974059.0,1974.059
2019-06-21,credit_total,4076220.0,4076.22
2019-06-21,credit_uncleared,2102161.0,2102.161
2019-06-21,fx_cleared,1002593.0,1002.593
2019-06-21,fx_total,51155037.0,51155.037
2019-06-21,fx_uncleared,50152444.0,50152.444
2019-06-21,ir_cleared,243329143.0,243329.143
2019-06-21,ir_total,300921734.0,300921.734
2019-06-21,ir_uncleared,57592591.0,57592.591
2019-06-28,credit_cleared,1899471.0,1899.471
2019-06-28,credit_total,4012673.0,4012.673
2019-06-28,credit_uncleared,2113202.0,2113.202
2019-06-28,fx_cleared,1095698.0,1095.698
2019-06-28,fx_total,52947369.0,52947.369
2019-06-28,fx_uncleared,51851671.0,51851.671
2019-06-28,ir_cleared,239115949.0,239115.949
2019-06-28,ir_total,295858974.0,295858.974
2019-06-28,ir_uncleared,56743025.0,56743.025
2019-07-05,credit_cleared,1899330.0,1899.33
2019-07-05,credit_total,4049911.0,4049.911
2019-07-05,credit_uncleared,2150581.0,2150.581
2019-07-05,fx_cleared,949165.0,949.165
2019-07-05,fx_total,51255083.0,51255.083
2019-07-05,fx_uncleared,50305918.0,50305.918
2019-07-05,ir_cleared,237221440.0,237221.44
2019-07-05,ir_total,293227658.0,293227.658
2019-07-05,ir_uncleared,56006218.0,56006.218
2019-07-12,credit_cleared,1914194.0,1914.194
2019-07-12,credit_total,4080948.0,4080.948
2019-07-12,credit_uncleared,2166754.0,2166.754
2019-07-12,fx_cleared,978114.0,978.114
2019-07-12,fx_total,52355362.0,52355.362
2019-07-12,fx_uncleared,51377248.0,51377.248
2019-07-12,ir_cleared,242265405.0,242265.405
2019-07-12,ir_total,298233462.0,298233.462
2019-07-12,ir_uncleared,55968057.0,55968.057
2019-07-19,credit_cleared,1855918.0,1855.918
2019-07-19,credit_total,3816401.0,3816.401
2019-07-19,credit_uncleared,1960483.0,1960.483
2019-07-19,fx_cleared,980770.0,980.77
2019-07-19,fx_total,51840783.0,51840.783
2019-07-19,fx_uncleared,50860014.0,50860.014
2019-07-19,ir_cleared,241076236.0,241076.236
2019-07-19,ir_total,296197125.0,296197.125
2019-07-19,ir_uncleared,55120889.0,55120.889
2019-07-26,credit_cleared,1876945.0,1876.945
2019-07-26,credit_total,3884260.0,3884.26
2019-07-26,credit_uncleared,2007315.0,2007.315
2019-07-26,fx_cleared,988554.0,988.554
2019-07-26,fx_total,52184793.0,52184.793
2019-07-26,fx_uncleared,51196238.0,51196.238
2019-07-26,ir_cleared,238373775.0,238373.775
2019-07-26,ir_total,293266356.0,293266.356
2019-07-26,ir_uncleared,54892581.0,54892.581
2019-08-02,credit_cleared,1912203.0,1912.203
2019-08-02,credit_total,3989019.0,3989.019
2019-08-02,credit_uncleared,2076816.0,2076.816
2019-08-02,fx_cleared,1008369.0,1008.369
2019-08-02,fx_total,54567040.0,54567.04
2019-08-02,fx_uncleared,53558671.0,53558.671
2019-08-02,ir_cleared,236986347.0,236986.347
2019-08-02,ir_total,291452096.0,291452.096
2019-08-02,ir_uncleared,54465748.0,54465.748
2019-08-09,credit_cleared,1942727.0,1942.727
2019-08-09,credit_total,4119554.0,4119.554
2019-08-09,credit_uncleared,2176827.0,2176.827
2019-08-09,fx_cleared,1013929.0,1013.929
2019-08-09,fx_total,53374022.0,53374.022
2019-08-09,fx_uncleared,52360093.0,52360.093
2019-08-09,ir_cleared,239603701.0,239603.701
2019-08-09,ir_total,293969091.0,293969.091
2019-08-09,ir_uncleared,54365390.0,54365.39
2019-08-16,credit_cleared,1965230.0,1965.23
2019-08-16,credit_total,4163061.0,4163.061
2019-08-16,credit_uncleared,2197831.0,2197.831
2019-08-16,fx_cleared,1024934.0,1024.934
2019-08-16,fx_total,53901717.0,53901.717
2019-08-16,fx_uncleared,52876783.0,52876.783
2019-08-16,ir_cleared,234054726.0,234054.726
2019-08-16,ir_total,287547157.0,287547.157
2019-08-16,ir_uncleared,53492431.0,53492.431
2019-08-23,credit_cleared,1968669.0,1968.669
2019-08-23,credit_total,4068249.0,4068.249
2019-08-23,credit_uncleared,2099581.0,2099.581
2019-08-23,fx_cleared,1032613.0,1032.613
2019-08-23,fx_total,54716201.0,54716.201
2019-08-23,fx_uncleared,53683588.0,53683.588
2019-08-23,ir_cleared,233930944.0,233930.944
2019-08-23,ir_total,286281133.0,286281.133
2019-08-23,ir_uncleared,52350189.0,52350.189
2019-08-30,credit_cleared,1957058.0,1957.058
2019-08-30,credit_total,4360460.0,4360.46
2019-08-30,credit_uncleared,2403402.0,2403.402
2019-08-30,fx_cleared,1078079.0,1078.079
2019-08-30,fx_total,56881440.0,56881.44
2019-08-30,fx_uncleared,55803362.0,55803.362
2019-08-30,ir_cleared,232177935.0,232177.935
2019-08-30,ir_total,284382771.0,284382.771
2019-08-30,ir_uncleared,52204836.0,52204.836
2019-09-06,credit_cleared,1941129.0,1941.129
2019-09-06,credit_total,4374543.0,4374.543
2019-09-06,credit_uncleared,2433414.0,2433.414
2019-09-06,fx_cleared,1070698.0,1070.698
2019-09-06,fx_total,56565607.0,56565.607
2019-09-06,fx_uncleared,55494909.0,55494.909
2019-09-06,ir_cleared,239647001.0,239647.001
2019-09-06,ir_total,295504555.0,295504.555
2019-09-06,ir_uncleared,55857554.0,55857.554
2019-09-13,credit_cleared,1996363.0,1996.363
2019-09-13,credit_total,4505961.0,4505.961
2019-09-13,credit_uncleared,2509597.0,2509.597
2019-09-13,fx_cleared,1100735.0,1100.735
2019-09-13,fx_total,58253789.0,58253.789
2019-09-13,fx_uncleared,57153054.0,57153.054
2019-09-13,ir_cleared,239833488.0,239833.488
2019-09-13,ir_total,295684884.0,295684.884
2019-09-13,ir_uncleared,55851396.0,55851.396
2019-09-20,credit_cleared,2366069.0,2366.069
2019-09-20,credit_total,4386196.0,4386.196
2019-09-20,credit_uncleared,2020127.0,2020.127
2019-09-20,fx_cleared,1059164.0,1059.164
2019-09-20,fx_total,52946498.0,52946.498
2019-09-20,fx_uncleared,51887334.0,51887.334
2019-09-20,ir_cleared,232534199.0,232534.199
2019-09-20,ir_total,284062417.0,284062.417
2019-09-20,ir_uncleared,51528218.0,51528.218
2019-09-27,credit_cleared,2220073.0,2220.073
2019-09-27,credit_total,4316293.0,4316.293
2019-09-27,credit_uncleared,2096221.0,2096.221
2019-09-27,fx_cleared,1101244.0,1101.244
2019-09-27,fx_total,54596442.0,54596.442
2019-09-27,fx_uncleared,53495198.0,53495.198
2019-09-27,ir_cleared,229189344.0,229189.344
2019-09-27,ir_total,280537966.0,280537.966
2019-09-27,ir_uncleared,51348622.0,51348.622
2019-10-04,credit_cleared,2181114.0,2181.114
2019-10-04,credit_total,4365478.0,4365.478
