date,commodity_total,credit_cleared,credit_total,credit_uncleared,cross_currency_cleared,cross_currency_total,cross_currency_uncleared,equity_cleared,equity_total,fx_cleared,fx_total,fx_uncleared,ir_cleared,ir_total,ir_uncleared,ir_cleared_pct,credit_cleared_pct,fx_cleared_pct,cross_currency_cleared_pct,equity_cleared_pct
2017-03-31,,1660.298,3994.925,2334.627,,,,,,,,,139868.802,220858.613,80989.811,0.6332956641360415,0.41560179477712345,,,
2017-04-07,,1631.13,4021.591,2390.461,,,,,,,,,143354.583,224747.596,81393.013,0.6378470139453684,0.40559320925474524,,,
2017-04-14,,1655.397,4119.91,2464.514,,,,,,,,,162919.657,244275.201,81355.544,0.6669512759913766,0.4018041656249772,,,
2017-04-21,,1714.659,4039.412,2324.753,,,,,,,,,158850.551,240739.359,81888.808,0.659844537510794,0.42448232564541577,,,
2017-04-28,,1695.423,4088.218,2392.795,,,,,,,,,145020.183,227453.719,82433.536,0.6375810588526802,0.4147095384835153,,,
2017-05-05,,1695.95,4148.597,2452.647,,,,,,,,,145410.685,226594.111,81183.426,0.6417231425754043,0.4088008548432157,,,
2017-05-12,,1679.727,4200.158,2520.431,,,,,,,,,146808.798,228124.869,81316.071,0.6435457854443744,0.3999199553921543,,,
2017-05-19,,1782.946,4076.241,2293.295,,,,,,,,,149365.716,232494.302,83128.586,0.6424489319312435,0.43739955512934586,,,
2017-05-26,,1728.861,4076.453,2347.592,,,,,,,,,151025.371,233919.825,82894.454,0.6456287790057983,0.4241091458677434,,,
2017-06-02,,1717.183,4129.116,2411.933,,,,,,,,,151234.146,234395.614,83161.468,0.6452089414949548,0.4158718234120814,,,
2017-06-09,,1732.244,4197.777,2465.532,,,,,,,,,153650.867,237088.026,83437.158,0.6480751879051032,0.41265746131821673,,,
2017-06-16,,1770.29,4285.743,2515.453,,,,,,,,,154602.886,236580.453,81977.567,0.6534896862337143,0.4130648991318424,,,
2017-06-23,,1760.491,3864.245,2103.754,,,,,,,,,147501.695,228577.409,81075.713,0.6453030316744907,0.4555847261237318,,,
2017-06-30,,1744.317,3920.444,2176.126,,,,,,,,,151974.642,238917.163,86942.52,0.636097633555108,0.44492843157560724,,,
2017-07-07,,1745.759,3995.556,2249.798,,,,,,,,,153918.881,237432.285,83513.405,0.6482643293434167,0.43692517386816754,,,
2017-07-14,,1761.477,4081.633,2320.155,,,,,,,,,152729.306,235688.998,82959.692,0.6480120298190585,0.43156182831724466,,,
2017-07-21,,1812.516,4061.465,2248.949,,,,,,,,,153978.717,240628.559,86649.842,0.6399020866014495,0.44627148085727686,,,
2017-07-28,,1800.663,4151.024,2350.361,,,,,,,,,152545.368,236388.714,83843.347,0.6453157827154133,0.4337876629959258,,,
2017-08-04,,1808.028,4216.552,2408.523,,,,,,,,,152691.277,236429.624,83738.347,0.6458212571534606,0.42879300433150125,,,
2017-08-11,,1960.466,4456.646,2496.179,,,,,,,,,153853.249,237942.816,84089.566,0.6465975799832512,0.4398971782816046,,,
2017-08-18,,1894.671,4255.615,2360.943,,,,,,,,,154231.894,238531.189,84299.295,0.646590052422872,0.44521673130675593,,,
2017-08-25,,1905.656,4343.54,2437.884,,,,,,,,,155169.095,240376.442,85207.347,0.6455253838893247,0.4387333833693255,,,
2017-09-01,,1913.732,4396.526,2482.794,,,,,,,,,154423.303,241168.467,86745.164,0.6403129933234597,0.4352827664387746,,,
2017-09-08,,1927.66,4469.947,2542.287,,,,,,,,,157192.78,247031.652,89838.872,0.6363264736617638,0.4312489611174361,,,
2017-09-15,,1926.609,4533.651,2607.042,,,,,,,,,157878.492,250518.293,92639.801,0.6302074395820667,0.42495750113980985,,,
2017-09-22,,2297.89,4684.247,2386.357,,,,,,,,,152960.071,245410.15,92450.079,0.6232833931277904,0.4905569667867642,,,
2017-09-29,,2127.186,4548.408,2421.222,,,,,,,,,153535.404,246835.685,93300.281,0.6220146167277232,0.4676770421650828,,,
2017-10-06,,2098.934,4639.24,2540.307,,,,,,,,,152307.29,245833.537,93526.248,0.6195545646808962,0.45243057052448254,,,
2017-10-13,,2083.149,4682.978,2599.829,,,,,,,,,154205.99,245670.294,91464.303,0.6276948974547163,0.4448342486340956,,,
2017-10-20,,2111.876,4534.916,2423.04,,,,,,,,,155047.714,246774.168,91726.454,0.6282979910603933,0.46569241855857973,,,
2017-10-27,,2091.485,4594.691,2503.206,,,,,,,,,153990.74,245491.319,91500.579,0.6272757041971003,0.45519600774023766,,,
2017-11-03,,2091.885,4671.457,2579.572,,,,,,,,,152593.761,244288.664,91694.903,0.6246452803065803,0.4478014032880962,,,
2017-11-10,,2136.008,4776.787,2640.778,,,,,,,,,152534.728,243637.787,91103.058,0.6260717185056356,0.44716417123057817,,,
2017-11-17,,2222.453,4738.789,2516.337,,,,,,,,,154341.692,245829.082,91487.39,0.6278414691391152,0.4689917613972684,,,
2017-11-24,,2336.119,4928.713,2592.594,,,,,,,,,155983.063,248194.257,92211.194,0.6284716853863382,0.4739815444721574,,,
2017-12-01,,2207.476,4832.42,2624.944,,,,,,,,,156068.917,247996.238,91927.322,0.6293196955673174,0.4568054929000377,,,
2017-12-08,,2142.007,4785.478,2643.471,,,,,,,,,156079.221,247240.758,91161.537,0.6312843491605862,0.447605651932785,,,
2017-12-15,,2098.84,4773.121,2674.281,,,,,,,,,152806.451,243470.468,90664.017,0.6276180115610572,0.4397206775189651,,,
2017-12-22,,2021.057,4236.164,2215.107,,,,,,,,,146695.51,235283.418,88587.908,0.6234842695119297,0.47709602366669474,,,
2017-12-29,,2003.719,4237.956,2234.236,,,,,,,,,146464.928,235292.668,88827.741,0.6224797790979191,0.4728031626567147,,,
2018-01-05,,2062.846,4366.316,2303.47,,,,,,,,,150854.274,238535.163,87680.889,0.6324194391415575,0.47244542080783897,,,
2018-01-12,,2125.562,4544.243,2418.68,,,,,,,,,156125.481,245371.918,89246.437,0.6362809659416689,0.46774831363551633,,,
2018-01-19,,1976.107,4223.857,2247.75,,,,,,,,,159090.266,250072.243,90981.978,0.6361772265944766,0.4678442002179525,,,
2018-01-26,,2048.116,4408.265,2360.149,,,,,,,,,162406.983,256549.351,94142.368,0.6330438271114551,0.46460818485277083,,,
2018-02-02,,1897.911,4338.234,2440.323,,,,,,,,,163139.843,258271.132,95131.29,0.6316611606441559,0.43748469999543593,,,
2018-02-09,,2081.917,4634.738,2552.821,,,,,,,,,165565.301,261937.139,96371.839,0.6320802832010776,0.44919842286662154,,,
2018-02-16,,2109.518,4777.407,2667.889,,,,,,,,,166586.491,263630.427,97043.936,0.6318940226121926,0.4415612904657275,,,
2018-02-23,,2099.487,4549.682,2450.195,,,,,,,,,168443.629,267210.404,98766.776,0.6303782580262107,0.4614579656336421,,,
2018-03-02,,2051.281,4616.779,2565.498,,,,,,,,,171133.401,270322.393,99188.992,0.6330714932669305,0.4443099832155708,,,
2018-03-09,,2069.479,4620.418,2550.94,,,,,,,,,172259.494,271499.479,99239.985,0.6344744919381595,0.4478986533253052,,,
2018-03-16,,2020.172,4502.083,2481.911,,,,,,,,,173411.45,273182.691,99771.241,0.6347819818496481,0.448719403884824,,,
2018-03-23,,2371.245,4612.119,2240.874,,,,,,,,,167042.466,266552.03,99509.564,0.6266786488176435,0.5141335251757381,,,
2018-03-30,,2172.89,4482.656,2309.766,,,,,,,,,166145.084,266433.364,100288.28,0.6235896342171321,0.4847327120350078,,,
2018-04-06,,2143.51,4503.863,2360.352,,,,,,,,,167255.698,267914.187,100658.489,0.6242883210958888,0.47592699866758825,,,
2018-04-13,,2084.049,4517.87,2433.821,,,,,,,,,168159.912,269842.715,101682.803,0.6231775128707847,0.46129016549834323,,,
2018-04-20,,1974.361,4251.794,2277.434,,,,,,,,,166577.914,268512.717,101934.804,0.6203725315549952,0.46435951506587575,,,
2018-04-27,,1890.234,4157.791,2267.556,,,,,,,,,169310.796,271034.345,101723.549,0.6246839159812017,0.45462458310194037,,,
2018-05-04,,1871.26,4188.995,2317.734,,,,,,,,,166633.162,268078.223,101445.061,0.6215841038307689,0.4467085780718287,,,
2018-05-11,,1901.125,4278.646,2377.521,,,,,,,,,167405.261,269268.585,101863.325,0.6217036458226272,0.44432864976443487,,,
2018-05-18,,1948.222,4199.398,2251.175,,,,,,,,,166989.882,269115.585,102125.703,0.6205136057058903,0.4639288774248118,,,
2018-05-25,,1951.232,4235.082,2283.85,,,,,,,,,167117.164,271426.257,104309.092,0.6157000647140781,0.4607306304812988,,,
2018-06-01,,2002.033,4396.957,2394.923,,,,,,,,,170209.282,276310.835,106101.553,0.6160065420525402,0.4553223968303533,,,
2018-06-08,,1942.761,4244.516,2301.755,,,,,,,,,175244.904,283044.38,107799.476,0.6191428496124883,0.4577108438276591,,,
2018-06-15,,1900.244,4261.735,2361.491,,,,,,,,,176479.67,283731.773,107252.103,0.6219947386717244,0.4458850679359463,,,
2018-06-22,,1865.335,3833.363,1968.028,,,,,,,,,168075.539,275185.048,107109.509,0.6107727880622351,0.4866053645323963,,,
2018-06-29,,1804.877,3856.798,2051.921,,,,,,,,,165972.391,272385.87,106413.479,0.6093281967966988,0.4679729143190802,,,
2018-07-06,,1914.762,4001.025,2086.263,,,,,,,,,165397.413,273758.568,108361.155,0.6041725532404157,0.4785678669840853,,,
2018-07-13,,1801.642,3977.908,2176.266,,,,,,,,,160705.86,269714.661,109008.801,0.5958365756023918,0.45291193260377066,,,
2018-07-20,,1834.872,3835.42,2000.549,,,,,,,,,163708.621,273633.285,109924.664,0.59827743909152,0.4784018438658609,,,
2018-07-27,,1804.054,3872.519,2068.464,,,,,,,,,165956.251,277064.544,111108.293,0.5989804707743478,0.46586059358262677,,,
2018-08-03,,1756.113,3891.244,2135.131,,,,,,,,,167164.351,277069.162,109904.812,0.603330770531583,0.45129860784880105,,,
2018-08-10,,1777.971,4006.068,2228.097,,,,,,,,,166547.617,277374.432,110826.815,0.6004432917594943,0.44381947585512777,,,
2018-08-17,,1821.63,3896.035,2074.405,,,,,,,,,168020.342,280692.828,112672.486,0.5985915037344667,0.46755996801876787,,,
2018-08-24,,1791.583,3930.042,2138.459,,,,,,,,,169589.123,283913.656,114324.532,0.5973264033484884,0.45586866501681156,,,
2018-08-31,,1788.358,3977.786,2189.427,,,,,,,,,169296.152,283417.971,114121.82,0.597337393259371,0.44958627739149365,,,
2018-09-07,,1823.317,4073.303,2249.986,,,,,,,,,168197.341,283566.488,115369.147,0.5931495720326444,0.447626164810229,,,
2018-09-14,,1829.579,4144.858,2315.279,,,,,,,,,171137.559,286781.681,115644.122,0.5967520603242438,0.44140933175515296,,,
2018-09-21,,2297.234,4479.878,2182.645,,,,,,,,,168220.545,283748.025,115527.48,0.5928518621407145,0.5127894107830615,,,
2018-09-28,,2090.386,4362.769,2272.383,,,,,,,,,163207.324,277621.816,114414.491,0.5878764369151739,0.4791420311274789,,,
2018-10-05,,2048.722,4431.698,2382.976,,,,,,,,,163849.376,278394.888,114545.512,0.5885502322873113,0.4622882696429224,,,
2018-10-12,,2104.571,4577.607,2473.036,,,,,,996.657,52260.788,51264.131,219362.402,282536.018,63173.616,0.7764050882886019,0.4597535349801763,0.019070837584768144,,
2018-10-19,,1950.705,4291.776,2341.071,,,,,,1017.092,52452.381,51435.288,220252.654,283364.773,63112.119,0.7772760589404669,0.45452162461414575,0.0193907689338259,,
2018-10-26,,1931.869,4386.768,2454.898,,,,,,1055.507,53237.355,52181.848,219927.763,282905.505,62977.741,0.7773894785115617,0.4403854956542037,0.01982643577991431,,
2018-11-02,,1887.211,4439.915,2552.704,,,,,,1099.333,55311.311,54211.978,220490.89,282734.093,62243.203,0.7798525026127642,0.42505565984934396,0.01987537413459609,,
2018-11-09,,1828.119,4466.919,2638.8,,,,,,1041.179,54309.667,53268.487,219188.993,280269.982,61080.989,0.7820637495170638,0.4092572531536838,0.019171154188811358,,
2018-11-16,,1925.191,4520.711,2595.52,,,,,,1056.898,54347.9,53291.002,219581.005,280441.165,60860.159,0.7829842134623853,0.4258602241992465,0.019446896752220416,,
2018-11-23,,2188.879,4489.632,2300.753,,,,,,1083.408,54346.394,53262.986,218397.891,278817.226,60419.335,0.7833012835440806,0.48754084967320266,0.019935232501350503,,
2018-11-30,,1922.759,4366.075,2443.316,,,,,,1122.947,56912.931,55789.984,219966.394,279976.455,60010.061,0.7856603299016697,0.44038615919332585,0.019730964128345452,,
2018-12-07,,2099.434,4594.217,2494.783,,,,,,1057.579,55960.43,54902.851,221408.546,280830.67,59422.124,0.7884058603713049,0.456973190426138,0.01889869323734646,,
2019-01-25,,1852.739,4016.128,2163.388,,,,,,938.414,50559.102,49620.688,213320.274,271044.439,57724.165,0.7870306241553253,0.4613246888545385,0.018560733139603627,,
2019-02-01,,1812.81,4099.007,2286.197,,,,,,1019.625,52788.861,51769.237,214080.998,271707.617,57626.619,0.7879094460572299,0.4422558927076729,0.019315154384558515,,
2019-02-08,,1806.383,4200.747,2394.364,,,,,,931.357,51580.695,50649.339,216457.405,274293.865,57836.46,0.7891441720725325,0.43001470928860985,0.01805630963289657,,
2019-02-15,,1816.794,4334.974,2518.18,,,,,,934.576,52085.119,51150.543,219594.306,277971.699,58377.393,0.7899879980227771,0.41910147557978433,0.017943244019467442,,
2019-02-22,,1837.652,4122.986,2285.334,,,,,,966.717,52720.903,51754.186,221707.536,280219.502,58511.966,0.7911923846042664,0.4457090079859597,0.01833650307544998,,
2019-03-01,,1810.206,4165.691,2355.486,,,,,,968.157,54363.77,53395.613,221612.797,280492.807,58880.009,0.7900837079219647,0.4345511945077059,0.017808864249112967,,
2019-03-08,,1855.348,4233.006,2377.658,,,,,,925.836,53673.108,52747.273,223296.253,281543.298,58247.045,0.7931151428083363,0.438305072092976,0.017249532112058798,,
2019-03-15,,1844.332,4244.587,2400.255,,,,,,982.229,55490.168,54507.939,226868.618,285354.395,58485.776,0.7950416113268554,0.4345138879236072,0.01770095559991817,,
2019-03-22,,2254.055,4250.177,1996.122,,,,,,932.74,50893.593,49960.854,220067.234,278072.572,58005.339,0.7914021595772488,0.5303437950937102,0.0183272578141614,,
2019-03-29,,1904.305,3989.231,2084.926,,,,,,1009.885,53150.624,52140.739,224040.636,282149.038,58108.403,0.7940506818244052,0.47736142629995604,0.0190004354417363,,
2019-04-05,,1898.314,4061.271,2162.957,,,,,,946.312,52017.33,51071.018,222931.646,281142.627,58210.982,0.7929485769512996,0.4674186972501958,0.018192244776884935,,
2019-04-12,,1892.166,4103.421,2211.254,,,,,,956.569,52800.133,51843.565,229866.703,288868.068,59001.365,0.7957497849848879,0.46111914911972224,0.018116791486112355,,
2019-04-19,,1930.386,3906.012,1975.627,,,,,,940.829,51023.987,50083.158,230897.917,289634.473,58736.556,0.7972045406349125,0.49420892716151404,0.018438954995814025,,
2019-04-26,,1858.168,3878.699,2020.531,,,,,,976.568,51417.348,50440.78,234262.785,292139.407,57876.623,0.8018869737761876,0.47906991493797274,0.018992967120746874,,
2019-05-03,,1871.335,3961.58,2090.245,,,,,,949.857,52388.5,51438.643,233583.927,291703.943,58120.016,0.8007568379012278,0.47237087222774754,0.018131021121047558,,
2019-05-10,,1942.183,4107.571,2165.388,,,,,,926.869,52196.457,51269.588,235560.148,293863.684,58303.536,0.8015966613962411,0.4728300496814297,0.017757316363445894,,
2019-05-17,,1947.988,4063.32,2115.331,,,,,,944.477,52367.79,51423.313,235338.088,293522.08,58183.992,0.8017730318618619,0.4794079718063062,0.01803545652776258,,
2019-05-24,,1944.125,4061.051,2116.926,,,,,,1033.639,52743.957,51710.318,238857.402,295941.148,57083.746,0.8071111557626316,0.4787245961698092,0.01959729718420633,,
2019-05-31,,1946.117,4109.626,2163.51,,,,,,1092.141,54545.092,53452.95,238658.224,295823.82,57165.596,0.8067579683069469,0.4735508778657717,0.02002271808433287,,
2019-06-07,,1933.727,4175.062,2241.335,,,,,,1037.342,54234.587,53197.245,243339.425,301303.455,57964.03,0.8076224184020724,0.46316126562910925,0.019126945688735495,,
2019-06-14,,1903.877,4209.832,2305.955,,,,,,1093.448,56272.5,55179.051,246439.864,304303.775,57863.911,0.8098481985640829,0.4522453627603191,0.01943130303434182,,
2019-06-21,,1974.059,4076.22,2102.161,,,,,,1002.593,51155.037,50152.444,243329.143,300921.734,57592.591,0.8086127238652693,0.48428666754983785,0.019599106144718458,,
2019-06-28,,1899.471,4012.673,2113.202,,,,,,1095.698,52947.369,51851.671,239115.949,295858.974,56743.025,0.8082092145699119,0.4733680018282078,0.020694097189229557,,
2019-07-05,,1899.33,4049.911,2150.581,,,,,,949.165,51255.083,50305.918,237221.44,293227.658,56006.218,0.8090009026365447,0.4689806763654806,0.018518456013426023,,
2019-07-12,,1914.194,4080.948,2166.754,,,,,,978.114,52355.362,51377.248,242265.405,298233.462,55968.057,0.8123347506860247,0.4690562094885796,0.018682212530590468,,
2019-07-19,,1855.918,3816.401,1960.483,,,,,,980.77,51840.783,50860.014,241076.236,296197.125,55120.889,0.8139047129508769,0.48630057480856964,0.018918888628669053,,
2019-07-26,,1876.945,3884.26,2007.315,,,,,,988.554,52184.793,51196.238,238373.775,293266.356,54892.581,0.8128234627772986,0.48321816768187503,0.01894333469905687,,
2019-08-02,,1912.203,3989.019,2076.816,,,,,,1008.369,54567.04,53558.671,236986.347,291452.096,54465.748,0.8131228090396029,0.4793667315197045,0.01847945206483621,,
2019-08-09,,1942.727,4119.554,2176.827,,,,,,1013.929,53374.022,52360.093,239603.701,293969.091,54365.39,0.8150642646984951,0.4715867300198031,0.01899667594846047,,
2019-08-16,,1965.23,4163.061,2197.831,,,,,,1024.934,53901.717,52876.783,234054.726,287547.157,53492.431,0.8139698839032513,0.4720637050478002,0.01901486737426194,,
2019-08-23,,1968.669,4068.249,2099.581,,,,,,1032.613,54716.201,53683.588,233930.944,286281.133,52350.189,0.8171371321211028,0.48391064558732766,0.018872161830094894,,
2019-08-30,,1957.058,4360.46,2403.402,,,,,,1078.079,56881.44,55803.362,232177.935,284382.771,52204.836,0.816427571134399,0.44881916128114924,0.01895308909197798,,
2019-09-06,,1941.129,4374.543,2433.414,,,,,,1070.698,56565.607,55494.909,239647.001,295504.555,55857.554,0.8109756582263173,0.4437329796506744,0.018928427657463307,,
2019-09-13,,1996.363,4505.961,2509.597,,,,,,1100.735,58253.789,57153.054,239833.488,295684.884,55851.396,0.8111117645094092,0.4430493295436867,0.018895509097270908,,
2019-09-20,,2366.069,4386.196,2020.127,,,,,,1059.164,52946.498,51887.334,232534.199,284062.417,51528.218,0.8186024798908895,0.5394353102323745,0.020004420311235692,,
2019-09-27,,2220.073,4316.293,2096.221,,,,,,1101.244,54596.442,53495.198,229189.344,280537.966,51348.622,0.8169637331725718,0.5143471492783275,0.020170618444330123,,
2019-10-04,,2181.114,4365.478,2184.364,,,,,,1022.611,53522.962,52500.351,224719.461,276049.098,51329.636,0.8140561321450144,0.499627761266922,0.01910602406496113,,
2019-10-11,,2141.183,4403.118,2261.935,,,,,,986.967,53259.17,52272.203,227028.83,278572.496,51543.666,0.8149721643733271,0.48628789871177647,0.01853140032035798,,
2019-10-18,,2195.33,4358.352,2163.021,,,,,,1013.867,53953.303,52939.436,234683.465,287344.613,52661.148,0.816731737372087,0.5037064468404572,0.018791564994639902,,
2019-10-25,,2091.379,4171.071,2079.692,,,,,,1013.935,53374.461,52360.526,231837.786,284004.283,52166.497,0.8163179215152893,0.501400959130161,0.018996632115872793,,
2019-11-01,,2156.55,4260.689,2104.139,,,,,,1093.297,55173.125,54079.829,228576.455,281079.747,52503.292,0.8132085553641829,0.5061505310526068,0.019815752687563012,,
2019-11-08,,2122.678,4300.611,2177.932,,,,,,1061.167,53626.335,52565.167,225978.075,278293.241,52315.165,0.8120142414813446,0.49357591281796936,0.019788169376109704,,
2019-11-15,,2099.695,4268.187,2168.492,,,,,,1134.777,54335.435,53200.658,227189.309,279611.829,52422.52,0.8125168016407488,0.49194072330945204,0.020884658418580806,,
2019-11-22,,2075.512,4100.431,2024.919,,,,,,1118.861,53727.791,52608.93,224733.526,276165.642,51432.116,0.8137635238492122,0.5061692295273351,0.020824623145217346,,
2019-11-29,,2115.49,4171.821,2056.331,,,,,,1197.912,55974.978,54777.066,227752.172,279146.998,51394.826,0.8158861590193421,0.5070903090041494,0.021400848071793793,,
2019-12-06,,2044.476,4144.662,2100.187,,,,,,1149.548,54867.162,53717.614,232996.639,284453.346,51456.707,0.8191031755344512,0.49327930721491886,0.020951475492754664,,
2019-12-13,,2070.055,4237.165,2167.111,,,,,,1162.089,56953.31,55791.221,224414.767,275776.126,51361.359,0.8137570508913451,0.48854717718096885,0.020404239894046543,,
2019-12-20,,2154.542,4147.468,1992.926,,,,,,1105.999,50886.923,49780.925,213076.648,263015.135,49938.487,0.8101307477989812,0.519483694630073,0.021734444426911016,,
2019-12-27,,1950.529,3842.2,1891.671,,,,,,1024.546,48796.258,47771.712,207223.031,256765.865,49542.834,0.8070505438875218,0.507659413877466,0.020996405093193827,,
2020-01-03,,1948.432,3827.046,1878.614,,,,,,1016.011,48267.33,47251.32,202869.075,252149.052,49279.977,0.8045601337418473,0.5091216567556283,0.02104966236997157,,
2020-01-10,,1989.008,3926.905,1937.897,,,,,,1016.132,50148.794,49132.662,215614.145,264940.756,49326.61,0.8138202225104242,0.5065077968527377,0.02026234170257414,,
2020-01-17,,2036.141,3758.299,1722.157,,,,,,1021.594,48537.233,47515.639,220320.823,269674.026,49353.203,0.816989408538737,0.5417719558768475,0.021047635739762916,,
2020-01-24,,2073.266,3852.643,1779.377,,,,,,1047.123,47989.732,46942.609,222675.575,272121.451,49445.876,0.8182948245414141,0.5381412188982991,0.021819730103931397,,
2020-01-31,,2139.409,3985.773,1846.364,,,,,,1117.572,50332.119,49214.546,225256.036,274734.267,49478.231,0.8199051340035424,0.536761376024174,0.02220395290728769,,
2020-02-07,,2149.163,4059.509,1910.346,,,,,,1122.659,49256.252,48133.593,226522.184,275949.808,49427.624,0.8208818322497257,0.5294145178641062,0.022792213260562338,,
2020-02-14,,2149.28,4096.096,1946.816,,,,,,1109.152,50122.654,49013.502,228510.457,277532.239,49021.782,0.8233654505269926,0.5247142645094257,0.022128756390274146,,
2020-02-21,,2218.118,4050.565,1832.447,,,,,,1162.236,50362.914,49200.678,228016.186,277007.088,48990.902,0.8231420634261892,0.5476070622246526,0.023077219082279474,,
2020-02-28,,2544.994,4610.548,2065.554,,,,,,1236.633,53258.117,52021.483,239936.428,289172.225,49235.798,0.829735386930747,0.5519938193897993,0.023219615518888886,,
