exposure,ratio_bucket,month,fund_count,exposure_type
Excluding IRDs,"[3,5)",2018-04,129,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-04,79,GNE_excl_IRD
Excluding IRDs,10 or more,2018-04,80,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-05,954,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-05,486,GNE_excl_IRD
Including IRDs,"[3,5)",2018-05,143,GNE_excl_IRD
Including IRDs,"[5,10)",2018-05,101,GNE_excl_IRD
Including IRDs,10 or more,2018-05,121,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-05,1076,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-05,435,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-05,136,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-05,75,GNE_excl_IRD
Excluding IRDs,10 or more,2018-05,83,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-06,956,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-06,485,GNE_excl_IRD
Including IRDs,"[3,5)",2018-06,145,GNE_excl_IRD
Including IRDs,"[5,10)",2018-06,102,GNE_excl_IRD
Including IRDs,10 or more,2018-06,117,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-06,1076,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-06,431,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-06,139,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-06,76,GNE_excl_IRD
Excluding IRDs,10 or more,2018-06,83,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-07,999,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-07,459,GNE_excl_IRD
Including IRDs,"[3,5)",2018-07,139,GNE_excl_IRD
Including IRDs,"[5,10)",2018-07,97,GNE_excl_IRD
Including IRDs,10 or more,2018-07,125,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-07,1100,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-07,431,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-07,133,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-07,79,GNE_excl_IRD
Excluding IRDs,10 or more,2018-07,76,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-08,980,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-08,483,GNE_excl_IRD
Including IRDs,"[3,5)",2018-08,139,GNE_excl_IRD
Including IRDs,"[5,10)",2018-08,95,GNE_excl_IRD
Including IRDs,10 or more,2018-08,120,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-08,1086,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-08,453,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-08,126,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-08,78,GNE_excl_IRD
Excluding IRDs,10 or more,2018-08,74,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-09,984,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-09,482,GNE_excl_IRD
Including IRDs,"[3,5)",2018-09,135,GNE_excl_IRD
Including IRDs,"[5,10)",2018-09,99,GNE_excl_IRD
Including IRDs,10 or more,2018-09,117,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-09,1103,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-09,449,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-09,118,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-09,72,GNE_excl_IRD
Excluding IRDs,10 or more,2018-09,75,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-10,950,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-10,481,GNE_excl_IRD
Including IRDs,"[3,5)",2018-10,155,GNE_excl_IRD
Including IRDs,"[5,10)",2018-10,89,GNE_excl_IRD
Including IRDs,10 or more,2018-10,151,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-10,1068,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-10,453,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-10,131,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-10,68,GNE_excl_IRD
Excluding IRDs,10 or more,2018-10,106,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-11,930,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-11,512,GNE_excl_IRD
Including IRDs,"[3,5)",2018-11,145,GNE_excl_IRD
Including IRDs,"[5,10)",2018-11,80,GNE_excl_IRD
Including IRDs,10 or more,2018-11,159,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-11,1059,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-11,472,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-11,128,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-11,64,GNE_excl_IRD
Excluding IRDs,10 or more,2018-11,103,GNE_excl_IRD
Including IRDs,"(0,1.5)",2018-12,994,GNE_excl_IRD
Including IRDs,"[1.5,3)",2018-12,459,GNE_excl_IRD
Including IRDs,"[3,5)",2018-12,142,GNE_excl_IRD
Including IRDs,"[5,10)",2018-12,86,GNE_excl_IRD
Including IRDs,10 or more,2018-12,145,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2018-12,1115,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2018-12,426,GNE_excl_IRD
Excluding IRDs,"[3,5)",2018-12,121,GNE_excl_IRD
Excluding IRDs,"[5,10)",2018-12,62,GNE_excl_IRD
Excluding IRDs,10 or more,2018-12,102,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-01,1009,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-01,416,GNE_excl_IRD
Including IRDs,"[3,5)",2019-01,146,GNE_excl_IRD
Including IRDs,"[5,10)",2019-01,93,GNE_excl_IRD
Including IRDs,10 or more,2019-01,127,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-01,1131,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-01,374,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-01,138,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-01,70,GNE_excl_IRD
Excluding IRDs,10 or more,2019-01,78,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-02,1000,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-02,425,GNE_excl_IRD
Including IRDs,"[3,5)",2019-02,142,GNE_excl_IRD
Including IRDs,"[5,10)",2019-02,91,GNE_excl_IRD
Including IRDs,10 or more,2019-02,134,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-02,1124,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-02,380,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-02,135,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-02,72,GNE_excl_IRD
Excluding IRDs,10 or more,2019-02,81,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-03,982,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-03,448,GNE_excl_IRD
Including IRDs,"[3,5)",2019-03,133,GNE_excl_IRD
Including IRDs,"[5,10)",2019-03,96,GNE_excl_IRD
Including IRDs,10 or more,2019-03,133,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-03,1104,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-03,394,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-03,134,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-03,77,GNE_excl_IRD
Excluding IRDs,10 or more,2019-03,83,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-04,995,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-04,429,GNE_excl_IRD
Including IRDs,"[3,5)",2019-04,133,GNE_excl_IRD
Including IRDs,"[5,10)",2019-04,86,GNE_excl_IRD
Including IRDs,10 or more,2019-04,138,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-04,1111,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-04,390,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-04,115,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-04,77,GNE_excl_IRD
Excluding IRDs,10 or more,2019-04,88,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-05,1003,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-05,431,GNE_excl_IRD
Including IRDs,"[3,5)",2019-05,125,GNE_excl_IRD
Including IRDs,"[5,10)",2019-05,78,GNE_excl_IRD
Including IRDs,10 or more,2019-05,144,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-05,1121,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-05,386,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-05,111,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-05,79,GNE_excl_IRD
Excluding IRDs,10 or more,2019-05,84,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-06,954,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-06,462,GNE_excl_IRD
Including IRDs,"[3,5)",2019-06,142,GNE_excl_IRD
Including IRDs,"[5,10)",2019-06,88,GNE_excl_IRD
Including IRDs,10 or more,2019-06,135,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-06,1079,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-06,413,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-06,132,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-06,74,GNE_excl_IRD
Excluding IRDs,10 or more,2019-06,83,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-07,981,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-07,450,GNE_excl_IRD
Including IRDs,"[3,5)",2019-07,134,GNE_excl_IRD
Including IRDs,"[5,10)",2019-07,92,GNE_excl_IRD
Including IRDs,10 or more,2019-07,143,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-07,1079,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-07,430,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-07,110,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-07,92,GNE_excl_IRD
Excluding IRDs,10 or more,2019-07,89,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-08,991,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-08,434,GNE_excl_IRD
Including IRDs,"[3,5)",2019-08,147,GNE_excl_IRD
Including IRDs,"[5,10)",2019-08,82,GNE_excl_IRD
Including IRDs,10 or more,2019-08,146,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-08,1095,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-08,415,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-08,117,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-08,86,GNE_excl_IRD
Excluding IRDs,10 or more,2019-08,87,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-09,982,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-09,446,GNE_excl_IRD
Including IRDs,"[3,5)",2019-09,138,GNE_excl_IRD
Including IRDs,"[5,10)",2019-09,90,GNE_excl_IRD
Including IRDs,10 or more,2019-09,139,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-09,1072,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-09,426,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-09,124,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-09,92,GNE_excl_IRD
Excluding IRDs,10 or more,2019-09,81,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-10,1023,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-10,422,GNE_excl_IRD
Including IRDs,"[3,5)",2019-10,140,GNE_excl_IRD
Including IRDs,"[5,10)",2019-10,83,GNE_excl_IRD
Including IRDs,10 or more,2019-10,149,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-10,1115,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-10,402,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-10,126,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-10,85,GNE_excl_IRD
Excluding IRDs,10 or more,2019-10,89,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-11,1015,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-11,428,GNE_excl_IRD
Including IRDs,"[3,5)",2019-11,144,GNE_excl_IRD
Including IRDs,"[5,10)",2019-11,81,GNE_excl_IRD
Including IRDs,10 or more,2019-11,150,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-11,1104,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-11,411,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-11,131,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-11,80,GNE_excl_IRD
Excluding IRDs,10 or more,2019-11,92,GNE_excl_IRD
Including IRDs,"(0,1.5)",2019-12,1004,GNE_excl_IRD
Including IRDs,"[1.5,3)",2019-12,439,GNE_excl_IRD
Including IRDs,"[3,5)",2019-12,149,GNE_excl_IRD
Including IRDs,"[5,10)",2019-12,79,GNE_excl_IRD
Including IRDs,10 or more,2019-12,149,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2019-12,1093,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2019-12,414,GNE_excl_IRD
Excluding IRDs,"[3,5)",2019-12,141,GNE_excl_IRD
Excluding IRDs,"[5,10)",2019-12,86,GNE_excl_IRD
Excluding IRDs,10 or more,2019-12,86,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-01,866,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-01,552,GNE_excl_IRD
Including IRDs,"[3,5)",2020-01,161,GNE_excl_IRD
Including IRDs,"[5,10)",2020-01,90,GNE_excl_IRD
Including IRDs,10 or more,2020-01,155,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-01,959,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-01,527,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-01,150,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-01,95,GNE_excl_IRD
Excluding IRDs,10 or more,2020-01,93,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-02,868,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-02,556,GNE_excl_IRD
Including IRDs,"[3,5)",2020-02,152,GNE_excl_IRD
Including IRDs,"[5,10)",2020-02,96,GNE_excl_IRD
Including IRDs,10 or more,2020-02,152,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-02,991,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-02,495,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-02,150,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-02,96,GNE_excl_IRD
Excluding IRDs,10 or more,2020-02,92,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-03,1009,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-03,498,GNE_excl_IRD
Including IRDs,"[3,5)",2020-03,131,GNE_excl_IRD
Including IRDs,"[5,10)",2020-03,60,GNE_excl_IRD
Including IRDs,10 or more,2020-03,126,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-03,1143,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-03,450,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-03,114,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-03,40,GNE_excl_IRD
Excluding IRDs,10 or more,2020-03,77,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-04,1070,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-04,424,GNE_excl_IRD
Including IRDs,"[3,5)",2020-04,115,GNE_excl_IRD
Including IRDs,"[5,10)",2020-04,69,GNE_excl_IRD
Including IRDs,10 or more,2020-04,133,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-04,1183,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-04,390,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-04,105,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-04,52,GNE_excl_IRD
Excluding IRDs,10 or more,2020-04,81,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-05,1041,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-05,433,GNE_excl_IRD
Including IRDs,"[3,5)",2020-05,130,GNE_excl_IRD
Including IRDs,"[5,10)",2020-05,74,GNE_excl_IRD
Including IRDs,10 or more,2020-05,133,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-05,1161,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-05,402,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-05,119,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-05,48,GNE_excl_IRD
Excluding IRDs,10 or more,2020-05,81,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-06,1028,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-06,445,GNE_excl_IRD
Including IRDs,"[3,5)",2020-06,137,GNE_excl_IRD
Including IRDs,"[5,10)",2020-06,76,GNE_excl_IRD
Including IRDs,10 or more,2020-06,125,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-06,1139,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-06,418,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-06,122,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-06,58,GNE_excl_IRD
Excluding IRDs,10 or more,2020-06,74,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-07,1061,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-07,401,GNE_excl_IRD
Including IRDs,"[3,5)",2020-07,130,GNE_excl_IRD
Including IRDs,"[5,10)",2020-07,76,GNE_excl_IRD
Including IRDs,10 or more,2020-07,109,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-07,1173,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-07,374,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-07,108,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-07,62,GNE_excl_IRD
Excluding IRDs,10 or more,2020-07,60,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-08,1029,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-08,419,GNE_excl_IRD
Including IRDs,"[3,5)",2020-08,139,GNE_excl_IRD
Including IRDs,"[5,10)",2020-08,82,GNE_excl_IRD
Including IRDs,10 or more,2020-08,108,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-08,1138,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-08,392,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-08,124,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-08,62,GNE_excl_IRD
Excluding IRDs,10 or more,2020-08,61,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-09,1029,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-09,425,GNE_excl_IRD
Including IRDs,"[3,5)",2020-09,125,GNE_excl_IRD
Including IRDs,"[5,10)",2020-09,76,GNE_excl_IRD
Including IRDs,10 or more,2020-09,110,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-09,1130,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-09,396,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-09,116,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-09,64,GNE_excl_IRD
Excluding IRDs,10 or more,2020-09,59,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-10,1142,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-10,348,GNE_excl_IRD
Including IRDs,"[3,5)",2020-10,104,GNE_excl_IRD
Including IRDs,"[5,10)",2020-10,69,GNE_excl_IRD
Including IRDs,10 or more,2020-10,127,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-10,1234,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-10,324,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-10,99,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-10,58,GNE_excl_IRD
Excluding IRDs,10 or more,2020-10,75,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-11,1086,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-11,387,GNE_excl_IRD
Including IRDs,"[3,5)",2020-11,113,GNE_excl_IRD
Including IRDs,"[5,10)",2020-11,78,GNE_excl_IRD
Including IRDs,10 or more,2020-11,126,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-11,1178,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-11,361,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-11,111,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-11,67,GNE_excl_IRD
Excluding IRDs,10 or more,2020-11,73,GNE_excl_IRD
Including IRDs,"(0,1.5)",2020-12,1053,GNE_excl_IRD
Including IRDs,"[1.5,3)",2020-12,410,GNE_excl_IRD
Including IRDs,"[3,5)",2020-12,125,GNE_excl_IRD
Including IRDs,"[5,10)",2020-12,80,GNE_excl_IRD
Including IRDs,10 or more,2020-12,122,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2020-12,1137,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2020-12,401,GNE_excl_IRD
Excluding IRDs,"[3,5)",2020-12,113,GNE_excl_IRD
Excluding IRDs,"[5,10)",2020-12,70,GNE_excl_IRD
Excluding IRDs,10 or more,2020-12,69,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-01,1186,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-01,355,GNE_excl_IRD
Including IRDs,"[3,5)",2021-01,116,GNE_excl_IRD
Including IRDs,"[5,10)",2021-01,82,GNE_excl_IRD
Including IRDs,10 or more,2021-01,117,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-01,1267,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-01,349,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-01,102,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-01,78,GNE_excl_IRD
Excluding IRDs,10 or more,2021-01,60,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-02,1148,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-02,386,GNE_excl_IRD
Including IRDs,"[3,5)",2021-02,124,GNE_excl_IRD
Including IRDs,"[5,10)",2021-02,85,GNE_excl_IRD
Including IRDs,10 or more,2021-02,113,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-02,1229,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-02,373,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-02,116,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-02,73,GNE_excl_IRD
Excluding IRDs,10 or more,2021-02,65,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-03,1125,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-03,412,GNE_excl_IRD
Including IRDs,"[3,5)",2021-03,121,GNE_excl_IRD
Including IRDs,"[5,10)",2021-03,88,GNE_excl_IRD
Including IRDs,10 or more,2021-03,110,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-03,1212,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-03,392,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-03,118,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-03,67,GNE_excl_IRD
Excluding IRDs,10 or more,2021-03,67,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-04,1196,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-04,398,GNE_excl_IRD
Including IRDs,"[3,5)",2021-04,126,GNE_excl_IRD
Including IRDs,"[5,10)",2021-04,82,GNE_excl_IRD
Including IRDs,10 or more,2021-04,124,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-04,1286,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-04,375,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-04,124,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-04,70,GNE_excl_IRD
Excluding IRDs,10 or more,2021-04,71,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-05,1213,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-05,411,GNE_excl_IRD
Including IRDs,"[3,5)",2021-05,130,GNE_excl_IRD
Including IRDs,"[5,10)",2021-05,77,GNE_excl_IRD
Including IRDs,10 or more,2021-05,132,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-05,1305,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-05,383,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-05,132,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-05,66,GNE_excl_IRD
Excluding IRDs,10 or more,2021-05,77,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-06,1193,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-06,424,GNE_excl_IRD
Including IRDs,"[3,5)",2021-06,134,GNE_excl_IRD
Including IRDs,"[5,10)",2021-06,81,GNE_excl_IRD
Including IRDs,10 or more,2021-06,131,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-06,1287,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-06,397,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-06,134,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-06,69,GNE_excl_IRD
Excluding IRDs,10 or more,2021-06,76,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-07,1289,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-07,398,GNE_excl_IRD
Including IRDs,"[3,5)",2021-07,122,GNE_excl_IRD
Including IRDs,"[5,10)",2021-07,77,GNE_excl_IRD
Including IRDs,10 or more,2021-07,122,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-07,1376,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-07,367,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-07,122,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-07,79,GNE_excl_IRD
Excluding IRDs,10 or more,2021-07,64,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-08,1278,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-08,404,GNE_excl_IRD
Including IRDs,"[3,5)",2021-08,134,GNE_excl_IRD
Including IRDs,"[5,10)",2021-08,70,GNE_excl_IRD
Including IRDs,10 or more,2021-08,126,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-08,1368,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-08,373,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-08,125,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-08,77,GNE_excl_IRD
Excluding IRDs,10 or more,2021-08,69,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-09,1259,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-09,422,GNE_excl_IRD
Including IRDs,"[3,5)",2021-09,142,GNE_excl_IRD
Including IRDs,"[5,10)",2021-09,69,GNE_excl_IRD
Including IRDs,10 or more,2021-09,120,GNE_excl_IRD
Excluding IRDs,"(0,1.5)",2021-09,1343,GNE_excl_IRD
Excluding IRDs,"[1.5,3)",2021-09,395,GNE_excl_IRD
Excluding IRDs,"[3,5)",2021-09,133,GNE_excl_IRD
Excluding IRDs,"[5,10)",2021-09,74,GNE_excl_IRD
Excluding IRDs,10 or more,2021-09,67,GNE_excl_IRD
Including IRDs,"(0,1.5)",2021-10,1276,GNE_excl_IRD
Including IRDs,"[1.5,3)",2021-10,448,GNE_excl_IRD
Including IRDs,"[3,5)",2021-10,141,GNE_excl_IRD
