date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2024-07-09,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,28708,6705,1367,22003
2024-07-09,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,206,1419,0,-1213
2024-07-09,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1687,368,0,1319
2024-07-09,DJIA Consolidated - CHICAGO BOARD OF TRADE,17582,13438,4289,4144
2024-07-16,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2349,3982,0,-1633
2024-07-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,117569,29928,20873,87641
2024-07-16,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,85333,121376,13735,-36043
2024-07-16,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,830,356,0,474
2024-07-16,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,270,2178,0,-1908
2024-07-16,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,223,1765,0,-1542
2024-07-16,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2057,1101,19,956
2024-07-16,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,211,1428,0,-1217
2024-07-16,DJIA x $5 - CHICAGO BOARD OF TRADE,24765,18557,3240,6208
2024-07-16,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,26956,17908,1542,9048
2024-07-16,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3782,3449,1,333
2024-07-16,DJIA Consolidated - CHICAGO BOARD OF TRADE,24765,18557,3240,6208
2024-07-16,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,177191,529434,33155,-352243
2024-07-16,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,2043,551,0,1492
2024-07-16,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,0,1717,0,-1717
2024-07-16,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,23934,34178,878,-10244
2024-07-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,178519,531786,34308,-353267
2024-07-16,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,763,1684,0,-921
2024-07-16,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,33289,58589,130924,-25300
2024-07-16,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,40926,83128,4521,-42202
2024-07-16,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,8855,3610,115,5245
2024-07-16,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,39874,82573,2879,-42699
2024-07-16,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,25053,20088,1881,4965
2024-07-23,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1523,219,0,1304
2024-07-23,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,15171,22847,4368,-7676
2024-07-23,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3782,3106,1,676
2024-07-23,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,33759,58183,129596,-24424
2024-07-23,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,40321,73462,4104,-33141
2024-07-23,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1631,0,-1631
2024-07-23,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,62244,125962,12918,-63718
2024-07-23,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,39105,71478,3366,-32373
2024-07-23,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2148,3826,0,-1678
2024-07-23,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,960,2021,0,-1061
2024-07-23,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1444,356,0,1088
2024-07-23,DJIA Consolidated - CHICAGO BOARD OF TRADE,19939,20009,1330,-70
2024-07-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,115952,29567,22097,86385
2024-07-23,DJIA x $5 - CHICAGO BOARD OF TRADE,19939,20009,1330,-70
2024-07-23,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,27056,17654,1646,9402
2024-07-23,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,195258,470113,27818,-274855
2024-07-23,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13901,26706,763,-12805
2024-07-23,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,837,0,-837
2024-07-23,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1703,915,19,788
2024-07-23,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,6941,4019,238,2922
2024-07-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,196230,472365,28313,-276135
2024-07-30,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1307,0,-1307
2024-07-30,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1300,589,0,711
2024-07-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,114925,27159,23391,87766
2024-07-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,28181,17594,1697,10587
2024-07-30,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2843,3187,0,-344
2024-07-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,36279,58358,125407,-22079
2024-07-30,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2165,1101,19,1064
2024-07-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,19263,49200,2839,-29937
2024-07-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,201842,449053,43049,-247211
2024-07-30,DJIA Consolidated - CHICAGO BOARD OF TRADE,21238,21794,1056,-556
2024-07-30,DJIA x $5 - CHICAGO BOARD OF TRADE,21238,21794,1056,-556
2024-07-30,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1112,0,-1112
2024-07-30,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,39401,72051,6994,-32650
2024-07-30,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,68004,127310,9093,-59306
2024-07-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,203139,447356,39542,-244217
2024-07-30,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,8565,5554,414,3011
2024-07-30,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1113,2180,0,-1067
2024-07-30,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1939,215,0,1724
2024-07-30,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3782,2843,1,939
2024-07-30,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,38411,69285,6025,-30874
2024-07-30,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,15400,33167,4189,-17767
2024-08-06,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,994,356,0,638
2024-08-06,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,114395,27533,25150,86862
2024-08-06,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,71033,108042,7137,-37009
2024-08-06,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,35061,69129,4098,-34068
2024-08-06,DJIA x $5 - CHICAGO BOARD OF TRADE,19357,18936,1631,421
2024-08-06,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1554,1026,32,528
2024-08-06,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,225589,435348,38400,-209759
2024-08-06,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,920,1997,0,-1077
2024-08-06,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3798,3131,1,667
2024-08-06,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13776,53674,4310,-39898
2024-08-06,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3439,5002,0,-1563
2024-08-06,DJIA Consolidated - CHICAGO BOARD OF TRADE,19357,18936,1631,421
2024-08-06,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,326,861,0,-535
2024-08-06,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,35253,69017,6001,-33764
2024-08-06,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,16214,13169,4735,3045
2024-08-06,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1561,219,0,1342
2024-08-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,223745,437494,42052,-213749
2024-08-06,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,38125,58358,124946,-20233
2024-08-06,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,2082,0,-2082
2024-08-06,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,28681,18464,1647,10217
2024-08-13,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,939,1902,0,-963
2024-08-13,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,27875,72364,6498,-44489
2024-08-13,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,62851,113665,7851,-50814
2024-08-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,174872,453937,59720,-279065
2024-08-13,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,228,918,0,-690
2024-08-13,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1208,356,0,852
2024-08-13,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,27952,73278,3196,-45326
2024-08-13,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,25979,52091,5989,-26112
2024-08-13,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,115459,28079,25446,87380
2024-08-13,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1603,1282,43,321
2024-08-13,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,175193,451647,56202,-276454
2024-08-13,DJIA x $5 - CHICAGO BOARD OF TRADE,16556,14807,1672,1749
2024-08-13,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,205,2199,0,-1994
2024-08-13,DJIA Consolidated - CHICAGO BOARD OF TRADE,16556,14807,1672,1749
2024-08-13,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,26837,18466,5408,8371
2024-08-13,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1550,208,0,1342
2024-08-13,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,7912,2490,1,5422
2024-08-13,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,37091,54490,127748,-17399
2024-08-13,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1661,5388,0,-3727
2024-08-13,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3197,0,-3197
2024-08-13,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,29756,19282,1672,10474
2024-08-13,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,2847,6337,108,-3490
2024-08-20,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,52082,116759,6723,-64677
2024-08-20,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,184653,535744,58125,-351091
2024-08-20,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,10638,2765,1,7873
2024-08-20,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1309,1291,42,18
2024-08-20,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,204,494,0,-290
2024-08-20,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,27735,83485,3820,-55750
2024-08-20,DJIA x $5 - CHICAGO BOARD OF TRADE,18797,14473,981,4324
2024-08-20,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,4111,0,-4111
2024-08-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,184176,539003,62109,-354827
2024-08-20,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1244,1394,0,-150
2024-08-20,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,29879,67243,5189,-37364
2024-08-20,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,261,1301,0,-1040
2024-08-20,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,25173,26914,5026,-1741
2024-08-20,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,27006,82930,7569,-55924
2024-08-20,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1206,2437,0,-1231
2024-08-20,DJIA Consolidated - CHICAGO BOARD OF TRADE,18797,14473,981,4324
2024-08-20,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,924,216,0,708
2024-08-20,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,44382,51051,127309,-6669
2024-08-20,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1786,5408,0,-3622
2024-08-20,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,30596,19472,1571,11124
2024-08-20,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,4404,7712,258,-3308
2024-08-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,116690,28114,24384,88576
2024-08-27,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,27872,75488,5847,-47616
2024-08-27,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,25736,30602,6260,-4866
2024-08-27,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,28884,72822,3659,-43938
2024-08-27,DJIA x $5 - CHICAGO BOARD OF TRADE,17832,13940,1378,3892
2024-08-27,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1159,3617,0,-2458
2024-08-27,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31551,20722,1567,10829
2024-08-27,DJIA Consolidated - CHICAGO BOARD OF TRADE,17666,14447,1853,3219
2024-08-27,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,4115,0,-4115
2024-08-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,118160,28238,24676,89922
2024-08-27,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,10281,2500,1,7781
2024-08-27,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,209321,548147,56715,-338826
2024-08-27,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,204,534,0,-330
2024-08-27,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1500,1693,104,-193
2024-08-27,MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE,1647,8374,1440,-6727
2024-08-27,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,4738,4697,305,41
2024-08-27,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,1893,822,0,1071
2024-08-27,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,906,216,0,690
2024-08-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,208172,551392,61118,-343220
2024-08-27,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,27296,75398,9623,-48102
2024-08-27,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1117,1387,0,-270
2024-08-27,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,49867,51051,125498,-1184
2024-08-27,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,53690,103626,7861,-49936
2024-08-27,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2519,5428,0,-2909
2024-09-03,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,225996,493248,62364,-267252
2024-09-03,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3757,0,-3757
2024-09-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,27312,75487,8249,-48175
2024-09-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,119560,27437,26226,92123
2024-09-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,10495,2593,1,7902
2024-09-03,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1057,212,0,845
2024-09-03,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,52695,50638,123996,2057
2024-09-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1435,1439,51,-4
2024-09-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,16586,11962,1302,4624
2024-09-03,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,32101,21122,1567,10979
2024-09-03,DJIA x $5 - CHICAGO BOARD OF TRADE,16586,11962,1302,4624
2024-09-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2836,4814,0,-1978
2024-09-03,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,26818,74640,6184,-47822
2024-09-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,224272,495136,67557,-270864
2024-09-03,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1155,3892,0,-2737
2024-09-03,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,18590,22115,7000,-3525
2024-09-03,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,31352,67475,3334,-36123
2024-09-03,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,55409,101149,13866,-45740
2024-09-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,298,1115,0,-817
2024-09-03,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,4897,4953,658,-56
2024-09-03,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,649,1615,0,-966
2024-09-10,DJIA Consolidated - CHICAGO BOARD OF TRADE,17249,13121,2402,4128
2024-09-10,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31062,21156,1567,9906
2024-09-10,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,4818,6112,828,-1294
2024-09-10,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2063,1430,48,633
2024-09-10,DJIA x $5 - CHICAGO BOARD OF TRADE,17249,13121,2402,4128
2024-09-10,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3560,4017,0,-457
2024-09-10,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,27613,19258,9813,8355
2024-09-10,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1317,207,0,1110
2024-09-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,117780,26544,27871,91236
2024-09-10,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,62117,105364,15545,-43247
2024-09-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,232210,486419,91423,-254209
2024-09-10,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,233991,485535,86007,-251544
2024-09-10,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,8804,2829,1,5975
2024-09-10,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,33363,68006,14460,-34643
2024-09-10,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,695,1744,0,-1049
2024-09-10,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1137,3930,0,-2793
2024-09-10,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,323,1217,0,-894
2024-09-10,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,33032,59687,3315,-26655
2024-09-10,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,57984,52188,124166,5796
2024-09-10,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,34157,69636,9923,-35479
2024-09-10,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3744,0,-3744
2024-09-17,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,24118,78630,9183,-54512
2024-09-17,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,36309,58003,13168,-21694
2024-09-17,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3738,114,-3738
2024-09-17,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,577,1734,588,-1157
2024-09-17,MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE,2376,10448,4191,-8072
2024-09-17,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,33589,27506,12299,6083
2024-09-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1163,1249,5,-86
2024-09-17,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,0,988,0,-988
2024-09-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,22907,76810,14983,-53903
2024-09-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,8930,2864,190,6066
2024-09-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,132443,20453,30997,111990
2024-09-17,DJIA x $5 - CHICAGO BOARD OF TRADE,22254,11319,5253,10935
2024-09-17,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,8882,5379,4790,3503
2024-09-17,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,898,207,478,691
2024-09-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,195393,548948,189024,-353555
2024-09-17,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,669,3875,244,-3206
2024-09-17,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,253,1955,0,-1702
2024-09-17,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,32075,21505,1247,10570
2024-09-17,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,63124,52184,150898,10940
2024-09-17,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2926,5176,182,-2250
2024-09-17,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,194486,545872,184983,-351386
2024-09-17,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,61576,108158,36673,-46582
2024-09-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,22492,12364,5672,10128
2024-09-17,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,0,2601,0,-2601
2024-09-24,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,376,2367,0,-1991
2024-09-24,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,55701,96287,12035,-40586
2024-09-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1025,1148,19,-123
2024-09-24,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3031,4632,0,-1601
2024-09-24,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,525,527,0,-2
2024-09-24,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,167513,486967,27486,-319454
2024-09-24,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1102,0,0,1102
2024-09-24,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,14232,21652,140,-7420
2024-09-24,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,77164,56547,93016,20617
2024-09-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,25587,73295,3789,-47708
2024-09-24,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,2054,2305,1,-251
2024-09-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,167965,488161,28472,-320196
2024-09-24,DJIA x $5 - CHICAGO BOARD OF TRADE,20321,12484,1222,7837
2024-09-24,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1041,538,0,503
2024-09-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,20321,12484,1222,7837
2024-09-24,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,5773,19843,1666,-14070
2024-09-24,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,23065,19189,242,3876
2024-09-24,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,26508,72809,2124,-46301
2024-09-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,152956,16270,31329,136686
2024-09-24,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,814,0,-814
2024-10-01,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1121,0,0,1121
