date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2019-08-20,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,18276,54442,3989,-36166
2019-08-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,132157,341015,65078,-208858
2019-08-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,26577,66877,18554,-40300
2019-08-20,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,63344,76967,4547,-13623
2019-08-20,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,524,1043,0,-519
2019-08-20,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1716,2094,385,-378
2019-08-20,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,613,229,0,384
2019-08-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5243,3771,441,1472
2019-08-20,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,216,905,0,-689
2019-08-20,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1173,412,1,761
2019-08-20,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1105,0,1,1105
2019-08-27,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,631,0,0,631
2019-08-27,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,3754,10633,1074,-6879
2019-08-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5837,5256,369,581
2019-08-27,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,24405,3655,491,20750
2019-08-27,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,65512,82368,4375,-16856
2019-08-27,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,953,457,0,496
2019-08-27,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2272,1817,8,455
2019-08-27,DJIA Consolidated - CHICAGO BOARD OF TRADE,12203,1828,246,10375
2019-08-27,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,18772,53163,5369,-34391
2019-08-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,134708,373167,70034,-238459
2019-08-27,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1183,412,1,771
2019-08-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,16200,0,306,16200
2019-08-27,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,216,889,3,-673
2019-08-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,25481,72592,21673,-47111
2019-08-27,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,510,1672,0,-1162
2019-09-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,20342,51317,5677,-30975
2019-09-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,138775,413838,64542,-275063
2019-09-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,834,0,0,834
2019-09-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,12057,1961,227,10096
2019-09-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2874,1808,12,1066
2019-09-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,941,461,0,480
2019-09-03,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,24114,3922,453,20192
2019-09-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,24887,78831,24121,-53944
2019-09-03,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1324,840,0,484
2019-09-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,510,1304,0,-794
2019-09-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,4068,10263,1135,-6195
2019-09-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,8012,6943,333,1069
2019-09-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,16280,0,306,16280
2019-09-03,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,59809,82541,5593,-22732
2019-09-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,16279,0,306,16279
2019-09-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,34958,54054,5621,-19096
2019-09-10,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,23530,7876,667,15654
2019-09-10,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,6992,10811,1124,-3819
2019-09-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,159922,446904,59041,-286982
2019-09-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,9683,6076,628,3607
2019-09-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,31310,85100,22793,-53790
2019-09-10,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,535,1246,0,-711
2019-09-10,DJIA Consolidated - CHICAGO BOARD OF TRADE,11765,3938,334,7827
2019-09-10,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,54299,67390,6818,-13091
2019-09-10,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,631,486,14,145
2019-09-10,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1556,2662,337,-1106
2019-09-10,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,670,643,0,27
2019-09-10,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,247,837,0,-590
2019-09-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,931,21,-542
2019-09-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,11755,5656,35,6099
2019-09-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,36232,78482,35768,-42250
2019-09-17,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,59262,74470,12317,-15208
2019-09-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,12981,3578,1108,9403
2019-09-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,180831,422575,120218,-241744
2019-09-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,42693,55044,15581,-12351
2019-09-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,16279,0,306,16279
2019-09-17,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,247,1175,239,-928
2019-09-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2029,2725,827,-696
2019-09-17,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,25961,7156,2216,18805
2019-09-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8539,11009,3116,-2470
2019-09-17,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,963,272,35,691
2019-09-17,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,211,2359,0,-2148
2019-09-17,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,291,694,0,-403
2019-09-17,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,535,2479,2381,-1944
2019-09-17,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,237,0,0,237
2019-09-17,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,421,764,1348,-343
2019-09-24,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,24416,6166,1463,18250
2019-09-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8942,11488,665,-2546
2019-09-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,44709,57441,3327,-12732
2019-09-24,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,535,4076,0,-3541
2019-09-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,145953,340491,37185,-194538
2019-09-24,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,63598,75770,2989,-12172
2019-09-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,12208,3083,732,9125
2019-09-24,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,512,21,-123
2019-09-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3390,2970,104,420
2019-09-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,28749,67248,9695,-38499
2019-09-24,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,421,2504,9,-2083
2019-09-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,16779,0,306,16779
2019-10-01,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8665,10462,764,-1797
2019-10-01,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,467,21,-78
2019-10-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,43323,52309,3818,-8986
2019-10-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,26514,63371,11357,-36857
2019-10-01,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,64459,64400,3836,59
2019-10-01,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2925,1902,118,1023
2019-10-01,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,17877,500,366,17377
2019-10-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,146148,311572,40161,-165424
2019-10-01,DJIA Consolidated - CHICAGO BOARD OF TRADE,11465,2117,946,9348
2019-10-01,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,22930,4234,1892,18696
2019-10-01,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,535,5145,0,-4610
2019-10-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,409,4182,200,-3773
2019-10-08,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,18987,750,166,18237
2019-10-08,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,57539,63630,4349,-6091
2019-10-08,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2558,1647,4,911
2019-10-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,30796,61520,11791,-30724
2019-10-08,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8712,10298,553,-1586
2019-10-08,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,560,4183,0,-3623
2019-10-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,43561,51492,2766,-7931
2019-10-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,67,4888,692,-4821
2019-10-08,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,16573,4977,2094,11596
2019-10-08,DJIA Consolidated - CHICAGO BOARD OF TRADE,8287,2489,1047,5798
2019-10-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,168068,297587,41071,-129519
2019-10-08,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,247,803,0,-556
2019-10-08,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,732,261,0,471
2019-10-15,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,19537,500,166,19037
2019-10-15,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,560,4219,0,-3659
2019-10-15,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,858,16,-469
2019-10-15,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,20206,7750,1833,12456
2019-10-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,52295,56128,2886,-3833
2019-10-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,165985,363899,41160,-197914
2019-10-15,DJIA Consolidated - CHICAGO BOARD OF TRADE,10103,3875,917,6228
2019-10-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,29818,74171,12766,-44353
2019-10-15,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,58626,62717,6204,-4091
2019-10-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,755,5525,400,-4770
2019-10-15,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10459,11226,577,-767
2019-10-15,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2608,1692,118,916
2019-10-22,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,1018,18,-629
2019-10-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,174099,388379,47721,-214280
2019-10-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,32815,78223,13727,-45408
2019-10-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1378,3930,800,-2552
2019-10-22,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,611,4581,0,-3970
2019-10-22,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,19647,99,167,19548
2019-10-22,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9630,11911,787,-2281
2019-10-22,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21328,8526,2454,12802
2019-10-22,DJIA Consolidated - CHICAGO BOARD OF TRADE,10664,4263,1227,6401
2019-10-22,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,0,311,0,-311
2019-10-22,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,251,230,0,21
2019-10-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,48148,59556,3936,-11408
2019-10-22,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3042,2116,114,926
2019-10-22,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,62078,62346,5987,-268
2019-10-29,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2717,2518,126,199
2019-10-29,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,2136,0,-2136
2019-10-29,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,0,1503,0,-1503
2019-10-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,182993,413741,51601,-230748
2019-10-29,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,468,229,0,239
2019-10-29,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,389,1066,17,-677
2019-10-29,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,539,2103,2,-1564
2019-10-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,773,4514,200,-3741
2019-10-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,58765,60293,2136,-1528
2019-10-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,34185,84076,13707,-49891
2019-10-29,DJIA Consolidated - CHICAGO BOARD OF TRADE,12696,4855,1660,7841
2019-10-29,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,20098,124,167,19974
2019-10-29,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,244,4270,0,-4026
2019-10-29,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,66685,60991,7031,5694
2019-10-29,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11753,12059,427,-306
2019-10-29,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,25392,9709,3319,15683
2019-11-05,DJIA Consolidated - CHICAGO BOARD OF TRADE,13872,6368,1419,7504
2019-11-05,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,27743,12736,2838,15007
2019-11-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,185344,464135,59658,-278791
2019-11-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,21496,0,170,21496
2019-11-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,36978,92583,14661,-55605
2019-11-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1838,1685,800,153
2019-11-05,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,349,2386,0,-2037
2019-11-05,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3288,2954,395,334
2019-11-05,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,4603,0,-4603
2019-11-05,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,391,0,0,391
2019-11-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,53310,65047,2982,-11737
2019-11-05,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,69862,62573,7523,7289
2019-11-05,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,467,1984,0,-1517
2019-11-05,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,2136,0,-2136
2019-11-05,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10662,13009,596,-2347
2019-11-12,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3426,2634,575,792
2019-11-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,36393,93259,14343,-56866
2019-11-12,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,68598,61440,8520,7158
2019-11-12,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,4810,0,-4810
2019-11-12,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,435,2386,0,-1951
2019-11-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,21879,0,180,21879
2019-11-12,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,27194,10965,3985,16229
2019-11-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,183592,468230,62633,-284638
2019-11-12,DJIA Consolidated - CHICAGO BOARD OF TRADE,13597,5483,1993,8114
2019-11-12,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10884,13457,882,-2573
2019-11-12,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,918,883,0,35
2019-11-12,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,853,1702,2,-849
2019-11-12,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1013,0,0,1013
2019-11-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1491,1429,0,62
2019-11-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,54419,67284,4412,-12865
2019-11-19,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3374,3661,1048,-287
2019-11-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,19854,0,172,19854
2019-11-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2930,2394,116,536
2019-11-19,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1051,904,0,147
2019-11-19,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10365,14351,1117,-3986
2019-11-19,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,6219,0,-6219
2019-11-19,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,24226,11283,3066,12943
2019-11-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,36385,93995,18244,-57610
2019-11-19,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,64605,64376,8836,229
2019-11-19,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,435,2386,0,-1951
2019-11-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,51824,71753,5585,-19929
2019-11-19,DJIA Consolidated - CHICAGO BOARD OF TRADE,12113,5642,1533,6471
2019-11-19,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,852,1670,0,-818
2019-11-19,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1064,0,0,1064
2019-11-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,182996,473723,74921,-290727
2019-11-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,18656,0,164,18656
2019-11-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,40275,99483,16314,-59208
2019-11-26,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,71639,66828,8796,4811
2019-11-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,206491,505108,59510,-298617
2019-11-26,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,580,0,-228
2019-11-26,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1057,0,0,1057
2019-11-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2890,2374,499,516
2019-11-26,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8299,14355,998,-6056
2019-11-26,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3967,3490,1062,477
2019-11-26,DJIA Consolidated - CHICAGO BOARD OF TRADE,11208,4832,2066,6376
2019-11-26,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,5232,0,-5232
2019-11-26,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,845,1241,3,-396
2019-11-26,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,22415,9664,4131,12751
2019-11-26,S&P 500 TOTAL RETURN INDEX - CHICAGO MERCANTILE EXCHANGE,0,0,0,0
2019-11-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,41497,71777,4990,-30280
2019-11-26,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,435,2386,2000,-1951
2019-12-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2146,3602,1099,-1456
2019-12-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,6985,12368,1319,-5383
2019-12-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,250,5398,0,-5148
2019-12-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,41582,88706,15596,-47124
2019-12-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,21130,0,181,21130
2019-12-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,34927,61838,6594,-26911
2019-12-03,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,17452,10753,2705,6699
2019-12-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,8726,5377,1353,3349
2019-12-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4196,2042,553,2154
2019-12-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,213452,441793,56211,-228341
2019-12-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1122,1327,0,-205
2019-12-03,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,2588,3233,-2126
2019-12-03,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,858,1466,0,-608
2019-12-03,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,65947,58658,8973,7289
2019-12-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,318,422,0,-104
2019-12-03,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1150,0,0,1150
2019-12-10,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,7509,12904,1034,-5395
2019-12-10,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1944,12,-1397
2019-12-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4017,6575,16,-2558
2019-12-10,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4365,3318,423,1047
2019-12-10,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,250,5707,0,-5457
2019-12-10,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,446,2146,0,-1700
2019-12-10,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,2536,5583,-2074
2019-12-10,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,17709,19859,764,-2150
2019-12-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,219011,450392,64396,-231381
2019-12-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,21458,0,166,21458
2019-12-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,37545,64521,5169,-26976
2019-12-10,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,413,0,0,413
2019-12-10,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,68405,68033,6904,372
2019-12-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,42284,91118,18431,-48834
